,Comment,mean,cleaned,cleaned 2,final cleaned,Human Annotation
1504,i wa today year old when i found out this wasnt corrosion of conformity,,-1,0,-1,
1505,dropbox corrosion of conformity 2 0,,-1,0,-1,
1506,2009 wa a special time in my life 2010 wa the beginning the real adventure of bradley stewart i,,-1,0,-1,
1507,the part starting at 2 00 sound exactly like alice in chain,,-1,0,-1,
1508,i know right lol i used to listen to this song year ago but still it is almost like out of nowhere someone flipped a music switch in the middle of the song and immediately it sounded like anything off the dirt album instantly sounding like aic when they were in their prime back in 92,,-1,0,-1,
1509,it is october 2020 and i am just discovering this if i heard this without knowing who it wa i would possibly think it wa corrosion of conformity,,-1,0,-1,
1510,there is no escape starscream 2004,,-1,0,-1,
1511,serj tankian e dave grohl had a son,,-1,0,-1,
1512,the lead singer would have made a good fill in for layne staley from alice in chain,,-1,0,-1,
1513,the blond just kill me,,-1,0,-1,
1514,excellent rock song hell of a voice,,-1,0,-1,
1515,played this jam for a lady friend one nite woke up the next morning with a huge smile,,-1,0,-1,
1516,ozzyosborne,,-1,0,-1,
1517,i wan na see a reunion this band wa way too short lived so much talent,,-1,0,-1,
1518,Dec-31,,-1,0,-1,
1519,transformer brought me here,,-1,0,-1,
1520,he reminds me of bob scott,,-1,0,-1,
1521,if transformer brought you here who would you play a,,-1,0,-1,
1522,did anyone know that john kosco joined godsmack at the house of blue along with lee richards,,-1,0,-1,
1523,all the video gamers comment on here suck take that childish bullshit to a game site this a man music and the comparison to pantera aic coc all off base in my opinioin they are so kick as because of their unique sound in a copy cat world they should have been huge but thats how the cookie crumbles sometimes they are a kick as group in my opinion,,-1,0,-1,
1524,is do not like alice in chain,,-1,0,-1,
1525,thinking back why did they choose this song for a kid game lmao,,-1,0,-1,
1526,this guy is for alice in chain,,-1,0,-1,
1527,ride out her open road fell to the waste side dined on her dirt soul ai not willing to pas it by went down by the load told time by the moon and sun hide n out in my abode said i am the only one i am doin it cause i like it wishbone out of my way to find it wishbone smoke ring above the flame bitter sweat aftermath dry mouth i call her name she lead an easy path dark eye and dark intention she will answer every question tied up to have her way this one is just for play i am doin it cause i like it whishbone out of my way to find it whishbone do not bother me while i am on it whishbone you fall apart without it i wan na break you apart i wan na overflow you,,-1,0,-1,
1528,to bad there is only one album they definitely have an alice in chain sound so doe saint cain,,-1,0,-1,
1529,we need this music back on the radio the crap they have playing now is nothing compared to this,,-1,0,-1,
1530,f k yes glad i wa turned on m,,-1,0,-1,
1531,transformer my as if u came here because of the transformer i would say u came back for the music and who would not come back for those amazing lady,,-1,0,-1,
1532,the glory hole of nu metal,,-1,0,-1,
1533,this band wa amazing i would call it hard rock sludge though so much like aic,,-1,0,-1,
1534,2005 rock still sound good in 2019,,-1,0,-1,
1535,first time i hear about this band wa in a godsmack cd called the other side john kosco and lee richards where featured in a song called touch i still have that cd,,-1,0,-1,
1536,edwin deluna exactly why i am here finally finding out who that dude is i should have looked him up 12 year ago,,-1,0,-1,
1537,hottest girl in any video,,-1,0,-1,
1538,forgot about this one good song,,-1,0,-1,
1539,how to sell a video game 101 hot girl and by hot girl i mean show off the transformer game for like 5 second then market it a selling point of the game,,-1,0,-1,
1540,i never heard this one in transformer,,-1,0,-1,
1541,it wa for their ps2 commercial i had a friend who owned it i also saw it at an old movie and video store wish i bought it before they were closing down and sold it,,-1,0,-1,
1542,song about that fast movin dope boy,,-1,0,-1,
1543,not sure what ur really meaning if that is your interpretation of the song i think it about bitch wantin the d or wishbone nonetheless badass song,,-1,0,-1,
1544,i can not be the only one who thought the lead singer looked like serj tankian from the mid 2000 is right,,-1,0,-1,
1545,have not heard this song in year until now,,-1,0,-1,
1546,another animal wa a hard rock supergroup formed by member of godsmack ugly kid joe and dropbox,,-1,0,-1,
1547,another animal wa formed when dropbox broke up,,-1,0,-1,
1548,this type of music is so dead today wtf happened,,-1,0,-1,
1549,thewastedyouth me you and who ever tf the other 400 thousand viewer are we are the one who keep it alive brother,,-1,0,-1,
1550,what happened to shit like this so awesome,,-1,0,-1,
1551,i have all of their music stocked on my dropbox account lol,,-1,0,-1,
1552,right who the fuck is that third chick because she is hotter than satan is arsehole after vindaloo night in hell lol great song wish this band had stuck around for longer awesome album and my god that guy can sing m,,-1,0,-1,
1553,he look like serj tankian form system of a down,,-1,0,-1,
1554,their lead singer look more like a hotter chris cornell,,-1,0,-1,
1555,she is hot hot do not know the name of the blonde haired woman but man she is hot,,-1,0,-1,
1556,bought this album when it came out shit still amazing wish they would have blown up big,,-1,0,-1,
1557,transformer ceo guy we need to promote our amazing new game that will be 10 time better then some the game we will make year from now but how employee rock and roll hot girl show our game for like 5 second automatically tying that song do the game forever ceo genius,,-1,0,-1,
1558,john the lead singer is in a new band called saint caine,,-1,0,-1,
1559,this dude ha one hell of a voice,,-1,0,-1,
1560,transformer ps2,,-1,0,-1,
1561,saw these guy on the music a a weapon tour in 2001 and never heard of them before that show favorite song of dropbox is set made me buy the album after the show,,-1,0,-1,
1562,the blonde is just fucking phenomenal,,-1,0,-1,
1563,amelia bailey,,-1,0,-1,
1564,transformer armada anyone,,-1,0,-1,
1565,me,,-1,0,-1,
1566,found them on fuse yr ago love this song,,-1,0,-1,
1567,john kosco need to resurrect that fuckin voice wtf john what are u waiting for brutha even if it just you and lee and im sure sully ha said the same bring it,,-1,0,-1,
1568,great powerfull voice gt john kosco m,,-1,0,-1,
1569,music with ball 3 is,,-1,0,-1,
1570,this song is rock gasmic a the lady masturbating clearly show in the video who is that blonde and brunette damn,,-1,0,-1,
1571,love this song there are so under raided good fuckin band,,-1,0,-1,
1572,really did not think this video wa going to be some escort utopia profligate job search orgy a few year make,,-1,0,-1,
1573,that blonde drive me crazy sorry honey,,-1,0,-1,
1574,john you re coool,,-1,0,-1,
1575,it is a shame that my local radio station call themselves classic rock and new rock but fantastic band like this are never heard thanks for sattalie radio and thanks for this and keep rocking,,-1,0,-1,
1576,complete ripoff of corrosion of conformity albatross,,-1,0,-1,
1577,sound like audioslave,,-1,0,-1,
1578,no just fucking no,,-1,0,-1,
1579,wish these guy would release a follow up one of the best cd i have ever heard,,-1,0,-1,
1580,top notch for sure,,-1,0,-1,
1581,5 top max,,-1,0,-1,
1582,if you like the song check out the cd freaking amazing wish these guy could have gone further love their sound it is amazing that they put this out 6 7 year ago and people are still loving this just speaks to the fact that good music is timeless,,-1,0,-1,
1583,william keenan glover your a lot closer than above ya but it wa 2003 damn good jam coming out back then,,-1,0,-1,
1584,this is much older 2004 i think,,-1,0,-1,
1585,is this on spotify,,-1,0,-1,
1586,whatever happened to these guy,,-1,0,-1,
1587,check saint caine out mate,,-1,0,-1,
1588,if you like this you will love the song refer headed woman he sang at the house of blue with godsmack,,-1,0,-1,
1589,that is why i am here lmao he wa amazing singing with sully and godsmack,,-1,0,-1,
1590,the reason why people are here 5percent for the band itself the other 95percent transformer,,-1,0,-1,
1591,gmanunit13vers2 i found it on the first level i wa playing with hotshot and tried going fast using the leaf wall that can be found where you first get dropped off wa using the wall a a ramp to get ragdolls when i will transform a i get to the top of the barrier block and it would slingshot me back at crazy speed to hit the tree and ragdoll on my last attempt of going really fast towards the leaf ramp the invisible wall gave out and when i transformed i appeared on the other side of the leafy wall hill i wandered around and i found a collectible title dropbox there is no other way for me to find a way to get up there unless i try that same method again i tried for many year looking on youtube myspace tumblr reddit facebook for the longest time ever to see if anyone knew about it to this day i do not know how to properly get it other than using the glitch,,-1,0,-1,
1592,the lead singer john did my chest piece tattoo super sick down to earth dude,,-1,0,-1,
1593,bc godsmack,,-1,0,-1,
1594,gmanunit13vers2 i did not know that i wa ignorant til now i just always knew it a a kickass song,,-1,0,-1,
1595,metal never dy actually you can find the song a a collectible this song is for the game,,-1,0,-1,
1596,the first time i heard of john kosco wa when he performed the song to touch e with sully erna i wa immediately interested and wanted to know more about him however i could not find anything on him until now i wa watching another animal great fucking band broken video on youtube and the band dropbox came up next and i recognized the voice so i looked at the singer and i wa like holey shit it is john fucking kosco thanks youtube,,-1,0,-1,
1597,love wishbone by dropbox,,-1,0,-1,
1598,love wishbone by dropbox,,-1,0,-1,
1599,yeah his voice is awesome but yet the band dropbox is long gone,,-1,0,-1,
1600,kosco is now a tattoo artist in nj,,-1,0,-1,
1601,ryan louis erna sully and john kosco awsome voice combi,,-1,0,-1,
1602,anyone know if they would ever get back together,,-1,0,-1,
1603,fuck it the past is the past forward go,,-1,0,-1,
1604,nah man got john on my facebook and seems to be no chance of it,,-1,0,-1,
1605,if your new to dropbox follow this link to get 2 5 gb free cloud storage you get more storage by using this link then if you download through the app store,,-1,0,-1,
1606,you goddamn right,,-1,0,-1,
1607,fuck yes loved it,,-1,0,-1,
1608,albatross by coc is what this reminds me of doe anyone else hear it,,-1,0,-1,
1609,yes,,-1,0,-1,
1610,yep it definitly a mix of clutch coc and day of the new,,-1,0,-1,
1611,yep,,-1,0,-1,
1612,second hell yeah the audio equivalent of being smashed in the face by a freight train belter of a track,,-1,0,-1,
1613,hell yeah,,-1,0,-1,
1614,john kosco sang with godsmack when they were in la vega at the house of blue i got the amazing dvd,,-1,0,-1,
1615,sullly signed dropbox to their original label deal,,-1,0,-1,
1616,metal never dy i will hook you up man,,-1,0,-1,
1617,any relation to ronald if so hook me up with some chicken nugget homie,,-1,0,-1,
1618,yea i thought so,,-1,0,-1,
1619,nice name,,-1,0,-1,
1620,i just now became facebook friend with the singer of the band,,-1,0,-1,
1621,john kosco is a fuckin lyrical beast,,-1,0,-1,
1622,i love this song so alice in chain y in the bridge,,-1,0,-1,
1623,i thought that a well when this first came out i wa an instant fan i just wish they had stuck together longer the song they did with godsmack were fire,,-1,0,-1,
1624,mrdisturbd1 to the top with you,,-1,0,-1,
1625,what happened with this band,,-1,0,-1,
1626,jezequiel93 saint caine my bad,,-1,0,-1,
1627,jezequiel93 i heard year ago john kosco wa in a band called citizen kane but idk,,-1,0,-1,
1628,they did not keep pushing sadly,,-1,0,-1,
1629,awesome,,-1,0,-1,
1630,dis l33t h4xx0r is in antarctica with minicons from much later in the game much l33t wow,,-1,0,-1,
1631,the lead singer is got one hell of a voice,,-1,0,-1,
1632,thanks for the info i am definatley gon na check into them oh nice name i own a mustang a well 06,,-1,0,-1,
1633,perfect blend of soundgarden and stone temple pilot,,-1,0,-1,
1634,and godsmack,,-1,0,-1,
1635,and alice in chain,,-1,0,-1,
1636,heavymetalhitman face book m,,-1,0,-1,
1637,great song better video,,-1,0,-1,
1638,sound a lot like coc,,-1,0,-1,
1639,heavy metal hitman face book,,-1,0,-1,
1640,wish we heard more from these guy,,-1,0,-1,
1641,his newest project is revel at dusk,,-1,0,-1,
1642,check out his next band saint caine,,-1,0,-1,
1643,he is making a new album,,-1,0,-1,
1644,the lead singer john kosco sings with another band name saint caine just wished they would do a new album and tour more fucking dying for more not much out there anymore that even compare,,-1,0,-1,
1645,transformer,,-1,0,-1,
1646,salut l o,,-1,0,-1,
1647,manu wesker salut,,-1,0,-1,
1648,me too haha transformer ps2,,-1,0,-1,
1649,the vocal that guy ha i can not believe this did not go anywhere,,-1,0,-1,
1650,i think this wa the wrong choice for a single,,-1,0,-1,
1651,i thought the lead singer wa related to sully of godsmack,,-1,0,-1,
1652,music industry is looking for the next trend someone like justin bieber it is sad all new band that i like i found from the old music i listen to never heard any of the new stuff like on radio so many band that is in the fame light now should not be,,-1,0,-1,
1653,he is married now with a young son a well he is a tattoo artist in nj his family use to own kosco harley davidson year ago here in nj,,-1,0,-1,
1654,he also did a song with godsmack called touch,,-1,0,-1,
1655,transformer game brought me here fuckin datacons,,-1,0,-1,
1656,spingebill boxpants i have beaten the game it wa actually kinda fun,,-1,0,-1,
1657,sigh fucking data con bro only a third of them have music and then endless wave of concept art,,-1,0,-1,
1658,me too guy i have just finished the game today,,-1,0,-1,
1659,boom,,-1,0,-1,
1660,i remember sully erna singer of godsmack back in 03 or so speaking on tv and on website saying he just discovered a sick new band called dropbox and kinda took them under his wing so i looked for em and found this song then they went nowhere after this too bad,,-1,0,-1,
1661,i smoked a fat j with the guitarist a long time ago right in the middle of pierre s ft wayne indiana every one thought we wa part of the band awesome night a long time agoooo,,-1,0,-1,
1662,i saw them in concert together early 2000 is,,-1,0,-1,
1663,john ha another band now saint caine check em out,,-1,0,-1,
1664,fuckin dope,,-1,0,-1,
1665,the game the bouncer is playing is amazing and also they have the music in the game itself one of the first collectable,,-1,0,-1,
1666,no i actually am here for the video game xd kickass game right there xd,,-1,0,-1,
1667,wishbone join u on facebook heavy metal hitman,,-1,0,-1,
1668,doe not sound like pantera to me at all sound just like coc to my ear,,-1,0,-1,
1669,saint caine is also disbanded for year now shame,,-1,0,-1,
1670,no you are not the only one who knew because of the transformer game,,-1,0,-1,
1671,so am i the only one that know about this because of the transformer game the bouncer is playing at the beginning of the video,,-1,0,-1,
1672,badass song badass game transformer ultimate badass factor,,-1,0,-1,
1673,pantera sound more like audioslave or ratm tom morello esque riff the bridge sound very much like alice in chain,,-1,0,-1,
1674,more like alice in chain if layne staley wa alive,,-1,0,-1,
1675,dropbox missing after year never return why excelent band,,-1,0,-1,
1676,get 20 gb of copy gg gg 6p99,,-1,0,-1,
1677,who is the kid opening the door because those 3 second are the best part of the whole movie yum,,-1,0,-1,
1678,my cousin is former bass player for s a d o he is an accountant lawyer now for kpmg or something,,-1,0,-1,
1679,really i haven t herd anything out of dropbox since they put this album out a long as time ago their cd wa beast,,-1,0,-1,
1680,maybe we should think oh god why it doe not work when i play music,,-1,0,-1,
1681,to true the best transformer till fall of cybertron those bloody min con were a pain in the arse to find doe not help when one of the last min con you find is the on that show you where all the other one you have missed are wished i cleared the last level instead of going back to the start to find them,,-1,0,-1,
1682,that game wa so epic and critically underrated,,-1,0,-1,
1683,fantastic video,,-1,0,-1,
1684,this song wa on the first transformer game on the ps2 in the extra song when you clock the game,,-1,0,-1,
1685,great song i hears that godsmack is helping them,,-1,0,-1,
1686,what a distasteful comment,,-1,0,-1,
1687,how do i get that guy is job,,-1,0,-1,
1688,transformer armada ftw,,-1,0,-1,
1689,how a song this goddamn horny made it into that game is beyond me,,-1,0,-1,
1690,it wa just called transformer you could try tranformers armada the game since thats the generation it wa based off,,-1,0,-1,
1691,that dude is playing my favorite transformer game for the ps2 anyone remember the name,,-1,0,-1,
1692,good lord that man is sexy,,-1,0,-1,
1693,pretty sure this song is about vagina,,-1,0,-1,
1694,badass,,-1,0,-1,
1695,there should really be more stripper in this video,,-1,0,-1,
1696,dropbox in chain,,-1,0,-1,
1697,chris hamilton i believe,,-1,0,-1,
1698,john kosco is so underrated it is disgusting,,-1,0,-1,
1699,that dude is playing armored core,,-1,0,-1,
1700,have you not heard the lyric,,-1,0,-1,
1701,give you a five,,-1,0,-1,
1702,main riff sound like corrosion of conformity is albatross check it out nice to see a new twist on one of my fav type riff,,-1,0,-1,
1703,it sad this video ha been up for three year and doesnt have more than 200 000 view,,-1,0,-1,
1704,that blonde win,,-1,0,-1,
1705,thanks i agree personal life is irrelevant to people who you are probably not going to see again,,-1,0,-1,
1706,do not get me wrong i love this band but nowhere near pantera is level in my opinion,,-1,0,-1,
1707,so much better than pantera,,-1,0,-1,
1708,that i can respect it appeared a if you were emphasizing the value of your school and your personal life a comment of the type we see too much of these day on youtube,,-1,0,-1,
1709,wtf my point wa that that they differ from the general perception stereotype of teacher at private school clearly relating to the point that most people would not think of people in a rock band a being plumber i know people do not give a fuck about what shcool i go to that wa not my point,,-1,0,-1,
1710,who give a shit which school you go into you pompous aristocrat,,-1,0,-1,
1711,minicon,,-1,0,-1,
1712,his minicomputer loadout look weird p,,-1,0,-1,
1713,haha quite a few of my teacher are in a death metal band and i am at one of the best private school in australia,,-1,0,-1,
1714,trollstep brought me here 3,,-1,0,-1,
1715,it is funny the guitarist work with my uncle they are plumber,,-1,0,-1,
1716,otherwise this is an awesome video song is amazing too,,-1,0,-1,
1717,thumb up if u thought in dropbox software,,-1,0,-1,
1718,dropbox kick some serious as,,-1,0,-1,
1719,how is this a copy of i am broken is it because both song have guitar and drum,,-1,0,-1,
1720,and chris cornell from soundgarden,,-1,0,-1,
1721,i am here cause some fucker said they stole the rift to i am broken pantera for life,,-1,0,-1,
1722,can i join you,,-1,0,-1,
1723,not bad but i am still going to shoot whoever compare this to pantera next,,-1,0,-1,
1724,glad to see i am not the only who remember this song because of that game too lol,,-1,0,-1,
1725,wishbone got bone,,-1,0,-1,
1726,uniontenorspecialist amen,,-1,0,-1,
1727,yuyuyin yea but doe it have a rock hot stripper music video no ha but yea war for cybertron is good just not this good,,-1,0,-1,
1728,dropbox will never have the same meaning to me again,,-1,0,-1,
1729,and i think that is what we call an eargasm p,,-1,0,-1,
1730,lmao his face at 3 44,,-1,0,-1,
1731,the guy leting them in look like kelso off of that 70 is show,,-1,0,-1,
1732,this sound like albatross kinda,,-1,0,-1,
1733,seen u twice great show under rated band 4 sho,,-1,0,-1,
1734,uniontenorspecialist you know what i am really hoping for the playstation store selling transformer atari right now they only have like 5 ps2 game i think but hopefully they will have more and this game available later on down the road,,-1,0,-1,
1735,h t t p d b t t t g g 8 k g s that guy is link is bullshit sign up with this link and you will get 250mb extra online storage and some free mirth remove the space,,-1,0,-1,
1736,girl in the pink is hot,,-1,0,-1,
1737,i got a wishboner,,-1,0,-1,
1738,that riff in the beginning sound like the riff in metallica is bad seed,,-1,0,-1,
1739,i do not understand why they do not get more radio time can ne 1 tell me y,,-1,0,-1,
1740,fuckin epic,,-1,0,-1,
1741,heard these guy on pandora a few day ago i dig what im hearing,,-1,0,-1,
1742,i want that dude job playing video game and letting beautiful woman into a room thats sound awesome do not forget listening to music too lol,,-1,0,-1,
1743,i remember the old transformer game on ps2 dunno why they chose this song for it but i clicked replay on this quite a bit when i first heard it year ago,,-1,0,-1,
1744,mike1981j haha spot on man d,,-1,0,-1,
1745,you guy is rock keep it up i want to hear more,,-1,0,-1,
1746,hell ya,,-1,0,-1,
1747,virexrockandmetalgod so cause where not 10,,-1,0,-1,
1748,if i am ever in a band and had a hit song my first thought would be to have a bunch of hot chick strip in the video second thought would be more hot chick,,-1,0,-1,
1749,i have this album and love all the song,,-1,0,-1,
1750,xnocxnecroboy ya and on btjunkie u can get it there,,-1,0,-1,
1751,goodbadone the band broke up 5 year ago thats y,,-1,0,-1,
1752,paulyv23 cause the broke up 5 year ago dipshit,,-1,0,-1,
1753,thomasismetal if they rock so much and mean so much to you try actually paying for it,,-1,0,-1,
1754,did anyone else get a boner from this video from the song and the girl,,-1,0,-1,
1755,will somebody pleeeaassseee remove lady hermaphrodite a an ad from dropbox is video,,-1,0,-1,
1756,hey all you dropbox fan i just found the album of them from 2004 on the piratebay org just search dropbox a in sound there you go,,-1,0,-1,
1757,piggyman450 it fine wish we could still buy the album cause this song band is awsome i do not know y the hell there undrated i meen there fucking awsome,,-1,0,-1,
1758,perry244 i realized that a couple min after i watched the vid kinda felt stupid,,-1,0,-1,
1759,piggyman450 they only made 1 and that wa over 5 year ago u can not get 1 anywhere,,-1,0,-1,
1760,the girl at 3 37 is hot,,-1,0,-1,
1761,wheres ther other song,,-1,0,-1,
1762,paulyv23 i have this this album got it like what 5 year ago maybe more bad as band,,-1,0,-1,
1763,dude this band is fuckin awesome goin to get an album,,-1,0,-1,
1764,dropbox com referral nte0njc2ndc1oq src global9 for 2 25gb insted of 2gb,,-1,0,-1,
1765,nice,,-1,0,-1,
1766,kick as song with a side of eye candy what more do u need,,-1,0,-1,
1767,audioslave your time ha come sound just like this song,,-1,0,-1,
1768,this is fucking amazing john kosco sing like a hot bitch d,,-1,0,-1,
1769,sxyredheadxx yeah so did i,,-1,0,-1,
1770,whether it be true or not people who put stuff up on youtube about their boyfriend is writing the lyric to good song but the band not living up to the lyric should stop existing because i hate you that much and because nobody give a shit,,-1,0,-1,
1771,what happend to this band they were awesome,,-1,0,-1,
1772,kool song a for the aic influence well of course who isnt remember guy writing music is mostly who your influenced by,,-1,0,-1,
1773,kurtfuller listen to i feel fine you will definitely hear the aic influence m,,-1,0,-1,
1774,man who is the blonde girl jeeeeeessuuuusssssss and this band kicked as i bought this cd back when it came out they need to come back,,-1,0,-1,
1775,it sometimes sound a bit like alice in chain isn t it,,-1,0,-1,
1776,it sometimes sound a bit like alice in chain isn t it,,-1,0,-1,
1777,i heard this song age ago and an wa looking at a sipknot video an this wa on the side thanks slipknot,,-1,0,-1,
1778,sound like albatross,,-1,0,-1,
1779,some kind of corrosion of confurmity,,-1,0,-1,
1780,thumb up if rhianna on the side there take away from this video,,-1,0,-1,
1781,synkazimierza honestly like any godsmack song i like coc a lot too perhaps you are overstating the likeness bc they also made a song called wishbone i just hear sully erna when i hear him sing,,-1,0,-1,
1782,mib719 come on d let solve this in that way you give me name of the song in which sully sound like vocalguy from dropbox i am giving you coc wiseblood goodbye window from 1 30 alice in chain agree they r awesome,,-1,0,-1,
1783,synkazimierza if you can not hear the similarity between his singing and sully erna then you are deaf nonetheless this song owns fucking love it the bridge is harmony are very alice in chain y too can not complain that is my favortie band,,-1,0,-1,
1784,mib719 no more like some part from corrosion of conformity is song let the rock guide you m,,-1,0,-1,
1785,dude sound exactly like sully erna,,-1,0,-1,
1786,i started to like this song from the transformer game,,-1,0,-1,
1787,anthoybedollacruz14 agreed 100 fucking percent,,-1,0,-1,
1788,foxtrotkiller101 dropbox broke up but the singer ha another band called another animal,,-1,0,-1,
1789,h1ckfil the word even doesnt ever need to be used in any sentence,,-1,0,-1,
1790,thesis guy are fuckin lucky a hell,,-1,0,-1,
1791,john even look like layne with dark hair,,-1,0,-1,
1792,fuck the music the bitch in this video are hot a fuck,,-1,0,-1,
1793,nfarnham2008 i think he is in a band called saint caine,,-1,0,-1,
1794,amazing vocalist it is just sad that dropbox disbanded,,-1,0,-1,
1795,hey brother what is up with the audioslave hook,,-1,0,-1,
1796,jrpwhs the song wa put in the game when it came out,,-1,0,-1,
1797,martialartssucks02 yeah you get it a a bonus content,,-1,0,-1,
1798,interesting video with the whole reverse voyeurism thing going on girl are hot too which always help d,,-1,0,-1,
1799,i heard this song year ago and it is not any le terrible now is this guy getting high on ranch dressing,,-1,0,-1,
1800,this is a fucking copy of corrosion of conformity albatross,,-1,0,-1,
1801,seducemeblind have not heard anything from kosco and dropbox though i think they may be done or something,,-1,0,-1,
1802,shreddinmetal4life oh ok cool thats just where i heard of him first but yeah i agree both are significan notly talented,,-1,0,-1,
1803,seducemeblind eh not really this song came out year before he did touche with sully both are great song though,,-1,0,-1,
1804,yep his name is john kosko costco cosco im not too sure how to spell it,,-1,0,-1,
1805,i learned this song in like 2 minute hahaa,,-1,0,-1,
1806,hey didnt this guy get his break from singing with sully at that live acustic show i realise that doesnt narrow it down really but thats where i seen him first really good,,-1,0,-1,
1807,just kidding yea he is,,-1,0,-1,
1808,hell no,,-1,0,-1,
1809,cgd26 yeah he is working with godsmack,,-1,0,-1,
1810,a shame they are not around anymore,,-1,0,-1,
1811,le copains je vous partage cet outil car je sais plus m en passer j essaie de vous expliquer au mieux comment a marche c est quoi et quoi a sert si vous voulez en savoir plus posez vos question je suis l pour vous merci d tre l p d sol si je me plante entre le mot fichier et dossier la fin j avais la t te en vrac,,-1,0,-1,
1812,super vraiment votre explication pourriez vous galement faire de vid o pratique pour savoir comment l utiliser comprendre aussi l histoire de cloud j avoue je suis largu e moi j tai rest e au syst me d enregistrer sur place de mettre sur une cl etc c tait tellement mieux et tranquille mais aujourd hui tout a chang et j avoue que j ai du mal faire une mise jour aujourd hui quand on ach te un ordi on doit d abord avoir un compte google si on veut ne serait ce que le faire d marrer et on nous parle de google drive one etc pareil si vous aviez aussi de vid o qui expliquent comment se servir correctement d un smartphone ca serait trooooooop toooooop je pourrais enfin comprendre le monde dans lequel on est aujourd hui merci,,-1,0,-1,
1813,avec dropbox il faut par contre que tous le gen qui ont acc s au dossier partag aient un compte dropbox pour le plus jeunes c est limit dommage il doivent demander acc s aux parent par exemple mais bon en 2023 c est rare que de enfants se partagent de doc mais ce genre d applis seront bient t utilis s par norm ment de jeunes 12 an par ex au futur ce serum normal pou r de activit s de film avec de enfants se partager de dossier c est super mais ya pa beaucoup d option si ce n est que wetransfer dropbox est super cher pour eux je me trompe ou pa,,-1,0,-1,
1814,merci super captivant,,-1,0,-1,
1815,merci beaucoup,,-1,0,-1,
1816,j ai t pat par la clart et la concision de ce tuto merci je suis confront a un big probl me avec dropbox peut tre aura tu la solution tous me cours je suis enseignant ont disparu lors du chargement depuis mon ordi sur dropbox forfait basic 2go gratuit d un dossier contenant de sou dossier do not celui de me cours seuls le dossier repr sentant l espace de 2 go se sont retrouv s sur dropbox le reste a disparu et m me de mon ordi le dossier complet avec s sou dossier pour tenter de r cup rer le sou dossier disparus j ai pris le forfait sup rieur de dropbox comme il le pr conisait plus 12euros mois et l aussi impossible de retrouver ce document sur dropbox la chargement de dossier n a pa repris malgr l espace disponible aurais tu peut tre la solution pour retrouver ce sou dossier un grand merci l avance pour r cup rer 10 an de cours,,-1,0,-1,
1817,globalement google et microsoft propose le m me service,,-1,0,-1,
1818,blue bull merci toi pour pour ton retour je vais aller voir ta cha ne pour finir ma semaine,,-1,0,-1,
1819,apou agraff d accord merci bcp pour ton retour d,,-1,0,-1,
1820,quand j ai commenc a bosser en cloud dropbox tait le seul sur le march propose ce option et gratuitement puis je suis de la g n ration qui du mal avec le produits microsoft d,,-1,0,-1,
1821,blue bull le deux autres mastodo note n ont fait que proposer un service quivalent pour tre concurrentiels mais je trouve personnellement que dropbox plus d exp rience,,-1,0,-1,
1822,apou agraff du coup pourquoi avoir privil gi dropbox plutot que onedrive,,-1,0,-1,
1823,super vid o bien expliqu cependant j ai une question partons du principe que je partage un dossier complet plusieurs personnes en ayant autoris la modification peuvent il modifier l enti ret du dossier alors que le fichiers n ont pa t import s de leur ordi modifier ajouter supprimer de sou dossier de document,,-1,0,-1,
1824,kaptaiinkyller oui d s qu il ont acc s dossier en mode partage donc pa via un copier coller d un lien il sont libres de faire ce qu il veulent donc attention car si le gen sont pa attentifs a peut vite tre la foire,,-1,0,-1,
1825,vraiment tr s clair informatif et concis je suis fan du montage qui me fait penser la s rie bref,,-1,0,-1,
1826,j ai lu ton commentaire j ai appr ci bref j te dis merci,,-1,0,-1,
1827,super int ressant et merci pour ton humour,,-1,0,-1,
1828,merci j esp re que a pourra t aider,,-1,0,-1,
1829,seule youtubeur graphiste que j coute avec plaisir vraiment pro et super int ressant,,-1,0,-1,
1830,ha a fr re la v rit a fait plaisir,,-1,0,-1,
1831,thxxx,,-1,0,-1,
1832,merci toi,,-1,0,-1,
1833,clair net et concis la qualit de la vid o que demander de mieux bon retour et bonne continuation,,-1,0,-1,
1834,merci fr re bon apr s concis en 16 min on peut mieux non bon retour et bonne continuation,,-1,0,-1,
1835,wow just came across this video thanks for creating it and hey dottotech i wonder if dropbox look the same now 2023 i am trying a db account and seems like when i send a shared file db ha advertising and such i wonder if i can get that to not happen like just send my shared file or file request without asking to create a db account,,-1,0,-1,
1836,hi steve thank you for this i am having a crazy issue and hope you can shed some light on it i opened a new folder in dropbox and share it with two other people now four file have been uploaded and i need to make a security copy of them into a non shared folder that only i can access the issue is that when i copy them the wording i get is copy link what link it is a file i want a copy of a file not a link to the shared folder the second issue is that when i try and erase the copy link that occurred dropbox asks me if i want to delete it everywhere in my computer and doe not give me an option of saying no i just want to delete it from this personal folder but i want to keep the original one that is in the shared folder so i say cancel am i now stuck with an issue where my security file in my personal folder is just a link back to the shared folder where if someone in that shared folder change anything in that file the file in my personal folder get changed a well since it is just a link or is it that the person that shared the file shared a link back to a document in their computer v literally uploading a file please help i am confused and a much a i google this issue which is very wordy i do not get an answer,,-1,0,-1,
1837,reach out here i can help,,-1,0,-1,
1838,i need some of this dropbox in my life,,-1,0,-1,
