,Relevant Comments,Components List
911,with about 69percent battery me at the same time nice,['battery']
912,can not really justifydollar800 on this when my dollar35 xiaomi doe more than half the feature of iwatch with 15 day of battery life but i guess if you have money to spare whatever,['battery']
913,i know this watch ha an audience but it sell a the only apple watch with a decent battery still not good too so i think lot of apple watch user will switch to this thing because of that,['battery']
914,a a member of the endurance audience i do not think this watch is it it is not just the inferior battery life it is the metric and sensor that company like garmin polar and suunto have created great training feature around i need a watch that will last day and day without a charge not just day but it is cool how long this last for an apple watch,['battery']
915,i wa in the hospital recently without my charger for my galaxy watch 5 pro and it lasted the 4 day i wa in the hospital my watch 4 hardly made it through a day i wa pretty impressed it seems this is the year of good battery life in smart watch which is awesome,['battery']
916,this is exactly what i have wanted in an apple watch for year now rugged larger and brighter screen awesome battery life i am so hyped to get my order on friday,['battery']
917,i would just buy this watch for it battery and look,['battery']
918,to me nah not a safe dive watch a for the battery i usually charge it every night so i do not really need an extra long battery a for the watch face not impressed sorry,['battery']
919,damn man that one third of my huawei watch battery life,['battery']
920,i am no adventurous person i am a city life goer but battery life is of the utmost important to me and a reason why i never used an apple watch i did not want something else to have to charge every night,['battery']
921,ended that day with 69percent battery that is nice,['battery']
922,there is one more grup of people who just want a bigger battery,['battery']
923,reason not to use it battery and io,['battery']
924,you can make out like this is only for extreme athlete but a a fat guy this totally appeal to me for the larger screen and better battery life,['battery']
925,now if they could make an iphone ultra that is slightly thicker with 3 day battery,['battery']
926,like how the apple watch is slowly developing into the all in one watch with better battery life i will be keeping a close eye on future development,['battery']
927,a a person running marathon and doing triathlons i would not buy this garmin and wahoo just do the stuff i need better including battery and integration,['battery']
928,drop the ruggedness and most of the extra feature and just give me more battery life,['battery']
929,this watch cost the same a the stainless steel apple watch have cost for so much more battery and feature i am not sure why people keep throwing out that 800 00 price like it is unprecedented,['battery']
930,2 day battery for 800 buck,['battery']
931,garmin is a lot better for fitness and battery dude,['battery']
932,i get 3 day easy with my apple watch 7 so not sure why you get so bad battery life i get better battery life with the apple watch 7 than my galaxy watch 4,['battery']
933,but is 60hrs roughly battery time good enough for endurance athlete hard core hiker etc,"['battery', 'battery']"
934,i stopped using my apple watch because the battery only lasted until lunch time,['battery']
935,can you buy it for dollar99 just a ll cool j said no i do not think so where samsung pro 5 you have many option buy it for dollar240 or get it from t mobile for dollar99 with exchange of samsung watch which ha similar feature with this who ha dollar800 money to spend so if you add hard watch band then it is going to cost dollar900 plus watch protector cover then it is going to cost dollar1000 are you buying tag huere watch you can buy tag huere at costco and walmart for le than dollar1000 but samsung pro 5 cost are same a regular battery sport active watch i wish both company sends there smart watch to soilder in ukraine for ultimate watch indurance challenge test and see which watch serf and we will find out which watch is best and which watch soilder pick if watch serf in war then defiantly in regular use at home will be nothing,['battery']
936,what sort of battery life will you get purely on cellular i have the original watch se and routinely leave my phone at home to manage screen on time etc i get through my day with some battery with minimal usage however with moderate usage i probably only get 8 hour before it run out would be interesting to know how it compare to the watch ultra,['battery']
937,the longest battery life apple watch ive had wa the original nike watch it lasted 3 full day and 2 full night i wa beyond shocked when i upgraded to the 5th edition apple watch i just got the 8 and it lasting much longer than my 5th edition,['battery']
938,i wa thinking about upgrading to this from the se and after watching this i might actually do it i bought my se last christmas and loved it but am being held back by it battery and the screen durability my screen currently ha deep scratch and i love using it for sleep tracking but i also work early morning so being able to grab it and go would be amazing plus i just purchased an euc so being able to go on long trail ride with those saftey feature really speaks volume to me,['battery']
939,just get a garmin or something way more in depth review of sleep and relation to fitness readiness battery that actually is good amoled screen option a long a you do not want to text which i never found myself doing come on over to the garmin side haha,['battery']
940,huawei gt 3 pro 350euros same feature 2 week of battery life,['battery']
941,hey that is my pro trek that watch is a tank had it for year same battery and the atomic time keeping is great,['battery']
942,impressed with battery life my question is doe it overheat in hot weather 105degrees condition i am in arizona and my samsung watch 3 overheats after 45 minute when i go on my 3 hour run,['battery']
943,i am impressed how the apple watch user praised the new long life battery of this watch meanwhile my 3y old galaxy watch still can do the same a this watch when it come to battery life hr monitor is always active,['battery']
944,but why ha pro or extreme more battery that is what everyone is going for doe not have to be a pro or extreme,['battery']
945,i find that battery quite important only reason i have been using garmin is the battery life actually,['battery']
946,that wa one thing i found weird about my garmin is everyone said the battery life lasted a whole week and it doe until you use the gps then it only last like 3 5 hour,['battery']
947,0 18 69percent battery nice,['battery']
948,i wish apple offered a bigger battery in the 45mm form factor i do not need all the extreme feature but could really use more battery life,['battery']
949,i think the only thing that wa not talked about wa people that like leaving their phone at home so we are streaming music taking phone call and tracking our workout that can crush the battery on a normal apple watch,['battery']
950,did he did he just said he went to sleep with 69percent battery then he said nice 0 14 he is a connaisseur,['battery']
951,basic apple watch is pure shit when u go on longer bicycle ride because battery die so fast,['battery']
952,well you got a remember man that watch i have more battery than a cell phone,['battery']
953,yeah it ha good battery life but for how long,['battery']
954,you can do the same thing battery wise with a galaxy watch 5 pro for way le money,['battery']
955,being that i am not trying to be in the apple ecosystem i am looking forward to a pixel watch ultra for great battery life and bonus,['battery']
956,personally i think a garmin watch would be better for battery life and overall ruggedness although i have i have not used both the watch so take this with a grain of salt,['battery']
957,been a garmin user for year training and running marathon averaging 8 hour of gps running per week yearly the battery life would feel like such a compromise my garmin 945 need charger once every 10 11 day,['battery']
958,my casio give me 2 year of battery life,['battery']
959,is it too weird that i want this one just for the battery life,['battery']
960,i will never understand this watch it ha everything and more i can not think of anyone who would actually need all the feature the watch offer while it is only running on 2 day battery life there are so many better watch way more customized for what you actually need to use it for while having a battery life of a week or more not to mention the ridiculous price you are paying for it while many other brand offer better and cheaper,['battery']
961,you forgot people like me or the category that i belong to i have been in the ecosystem from the day of the iphone 4 i own an iphone a macbook pro an ipad airpods and i used to have an imac but apple can not sell me the watch yet why i do not want to charge it or worry about charging it every 2 day my 10 year old casio still work just fine and i changed the battery like 3 time during those 10 year the battery cost dollar2 5 and guess what i did it myself,['battery']
962,only gon na get it if they make a newer model i have the series 4 and my only complaint is that battery life doe not last very long especially when the day involves any sporting activity or the like and i want to see people is reaction to it after a few month a year passed,['battery']
963,i have the series 6 a full battery can barley get me 12 hour sometimes le,['battery']
964,idk why a diver would buy a watch that can not be repair or in 3 year you will have to throw it away and buy a new one because the battery life inevitably tank ik diver that own watch for decade even pas them down to their kid these watch are basically planned obsolescence,['battery']
965,so how doe it perform for extreme sport like expedition diving and marathon w gps on just the capability n ruggedness alone doe not make it an extreme sport watch doe it last more than a day w gps on for expedition if not how can this cater for extreme sport if the battery life can last for few day for normal activity for god sake make the watch more appealing,['battery']
966,1 that intro wa sick 2 i notice that you are on theater mode is that something you have on all the time would that lengthen the battery life while reducing the functionality something most people would not want to do with this watch,['battery']
967,i think theater mode just shuts off always on and silence notification so it save a little bit of battery from the always on when you are playing ultimate frisbee and will not be looking at your watch but still want to track your performance,['battery']
968,regular high end watch battery life v smart watch is not even comparable idk why you did that obviously smart watch component need more power than a regular watch because they can do way more thing,['battery']
969,with this battery life,['battery']
970,how is battery life so bad compared to other smart watch it the only thing keeping me from getting an apple watch competitor have more than twice the battery life,['battery']
971,69percent battery nice i could not agree more when he said that lol,['battery']
972,watch sud b round ima iphone user using huawei gt 2 pro it last more than 10 day good battery and look good,['battery']
973,when i wa watching intro with animation i heard low battery sound of airpods and legit thought that my airpods are low on power took me a second to realize that sound wa actually in the video u got me there mkbhd nice job,['battery']
974,my garmin fenix get 9 day of battery just saying apple watch ultra the pick me girl of adventure watch,['battery']
975,any emts use apple watch how useful is it when you need to see second what is your setup how is the battery,['battery']
976,battery life sound like my ticwatch pro 3,['battery']
977,my biggest complaint is that apple changed some of the watch face to look better on the ultra but i hate how it look on my series 7 same with the new iphone home screen but none of that ha anything to do with your review for me i work in road construction painting line on the road dealing with traffic paint solvent and the reflective glass bead among other thing wa a horrible environment for my aluminum series 3 i got the series 7 for myself last christmas in stainless steel and i have been loving it the stainless is much easier to clean then aluminum and scratch a lot le the larger screen is amazing too for me it is perfect it wa a dollar1 263 cad watch but it wa exactly what i needed with some extra goody the ultra would be just shy of a dollar1 400 watch with a lot of feature i frankly do not need it look slick but just is not for me but for those who were looking for that longer battery life and more rugged construction this is the watch for them great video a usual,['battery']
978,it is still really annoying though that you have not tried a garmin or coros watch they do what most people need with still better sport feature while the battery can last week it is just insane the comparison ha not been made,['battery']
979,i love doing outdoorsy stuff so this sounded like the perfect watch for me i ended up getting the series 7 since ultra wa too expensive and you can not really dress it up silver and orange doe not work with a suit period but also because they are updating s7 with the same compass stuff plus i can not use lte with my carrier so i might a well just get the gps version of 7 for cheap though i love the bigger battery life and that wa my largest hang up for apple watch in the past at the end of the day i do not know any other apple watch user who have complained about it i suppose i will just charge my watch overnight like other people do haha,['battery']
980,the only reason i do not use apple watch is 1 2 day battery life this is ridiculous,['battery']
981,i will wait for the dollar25 chinese clone currently wearing a plasticky q25 that track my physical activity measure my o2 saturation my temperature and ha a battery that last a week,['battery']
982,went to sleep with about 69percent percent battery nice man of culture fr,['battery']
983,those who need a specialized gear should get a specialized dedicated gear not do it all device such a for diver a for hiker you will be lost once battery is dead you really want a dedicated handheld gps device,['battery']
984,lol that battery life is still a joke,['battery']
985,two year ago i bought a coros over an apple watch because i need battery life for 12 hour plus run if an apple watch could do 13 15 hour of activity run time i would totally be interested my worry though is that it would only do that for one year then the next year it might only do 10 hour then on year three only 8 hour etc,['battery']
986,a someone who like a bigger face watch all my automatic are jealous for the amount of wear my apple watch get i upgraded exclusively for the new battery life and the larger ruggedized look i did not realize this existed until after launch and now i have to wait until november to get it lol,['battery']
987,0 00 duration of watch 1 15 it is ultra not pro 2 48 b roll unboxing 3 08 ruggedness feature battery 3 54 build quality 5 51 battery amp capability 6 33 the orange action button 8 06 who is this watch for 8 22 for diver 9 10 for hiker 10 13 for endurance athlete 10 54 battery optimization 11 46 watch band 12 22 review from different people 12 47 marque review,['battery']
988,dollar1300 australian for half the feature and half the battery of even last year galaxy watch 4 classic that cost dollar600 also for that price you could get a garmin fenix 7 saphire lmao never seen such a ridiculous and useless overpriced turd in my life so glad i dumped apple i also knew the series 8 would be literally identical to the series 7 with 3 week battery lol somehow apple ha conditioned it is base into accepting the same junk year after year and believing it is new it is a cult,['battery']
989,i am an android guy a well and i honestly did not think i would be into having a smartwatch either but i recently hit 41 and my dr said i need to keep track of my heart rate being on new med so i went online looked for review and picked up a cheap letsfit iw2 and it is been great a a basic smartwatch with 10 day battery life i think apple watch are overkill for most people,['battery']
990,it is certainly an impressive watch but i think most people will get it purely for the battery and increased screen brightness hopefully this trickle down to the regular watch in the future,['battery']
991,i will wait till the next generation of the watch i need more battery life,['battery']
992,i really do not understand how people put up with watch that have to recharged multiple time a week the pebble and amazfit have 30 day battery life all with running heart rate and sleep monitoring all at dollar50 they want to me to pay 16x more for worse battery life a screen i will almost never look at and having to shout into my wrist hard pas,['battery']
993,while one wear a automatic watch whether a lux swiss or others youll never have to worry abt batt life ir charging and contarily smart watch big caveat is the battery life so why not make a automatic self charging smart watch,['battery']
994,i wear my aw on my right wrist for it usefulness a activity tracker and various item while traveling i have my explorer on my left wrist a my watch left in my home timezone it ha worked well for a couple of year i think what the ultra get right is the double battery life this allows it to be what it aesthetic implies a wrist computer i will now be able to leave my iphone at home a i will be able to use aw ultra a an iphone replacement which is what i think it really is my explorer may also stay home with my iphone,['battery']
995,3 day is battery is mediocre against garmin watch,['battery']
996,that is a very good point i bought a 7 last year but the battery circus is annoying a week is worth should be the bare minimum,['battery']
997,i have not had an apple watch since the series 1 and that had a bad battery i ordered this one because i like having the top end model the battery and size also sold me,['battery']
998,this right here this is exactly what i am talking about 99percent of people buying this are buying it for the battery and because it is something new from apple,['battery']
999,69percent battery nice 0 17,['battery']
1000,i should wait for 2nd version apple watch ultra maybe extra more battery and the black apple watch,['battery']
1001,if you want to compare the apple watch ultra with these other watch do not just point the battery life i am pretty sure that a watch that last more than the awp are not even close to it feature,['battery']
1002,2 day of battery is not enough for anything in the forest,['battery']
1003,i like how long the battery last,['battery']
1004,i did not realize the apple watch had such poor battery my watch 3 classic get 2 full day pretty easily,['battery']
1005,the dive computer and hiking feature arent a good a the dedicated stuff and wont replace them it only scratch the surface so this is just a more durable longer battery way overpriced apple watch and people will buy it anyway coz apple,['battery']
1006,damn just for the battery this seems worth an upgrade,['battery']
1007,the problem with the ultra is that in europe it priced at 999dollar and that is definitely not worth the price for a few minimal upgrade nothing too significan not regarding battery life also,['battery']
1008,huawei make battery stay up to 14 day even in pro model what is the wow factor here in battery,['battery']
1009,great video i know a bunch of people are going to drop dollar800 just for the battery alone,['battery']
1010,what about battery life under lte i constantly go on run without my phone and only have my garmin tactic delta track me and play music but would like to stream and track,['battery']
1011,if only apple would put this battery life in the regular series 8 while keeping the same size one can hope,['battery']
1012,i can guarantee the battery life of this watch would not last long enough for me to complete an ironman,['battery']
1013,you are missing a group first responder they are going to love an apple watch with longer battery life and better durability,['battery']
1014,look at the battery life of actual sport focused smartwatches answer is simple it not even close to being worth it,['battery']
1015,garmin battery life is 20 day what a joke,['battery']
1016,i do not see it being worth the money the apple watch is bulky the worst thing is a watch that slide on your wrist i can see someone banging it up against the wall pretty easily is the battery removable can it be changed like a g shock tech v functionality,['battery']
1017,2 day battery life is not enough in 2022,['battery']
1018,what a headache i have been with garmin watch bike computer and bike indoor trainer for the past 7 year and i am super happy with all their product performance yet recently i have switched to apple one i do not need spotify and so when running i can not use it on garmin not to mention listening to an audiobook now i wa thinking to upgrade to garmin fr955 mainly due to hrv running power battery the size i have pretty slim wrist and obviously the data that i have accumulated on garmin connect i know i could transfer it to ie strava but i do not want another company to have my data will wait few more week to see other review from triathletes and than decide thanks for the review a usual very useful,['battery']
1019,i bought a series 6 last year i always get two full day and night with it i did not know that wa abnormal wonder why i get so much battery life,['battery']
1020,going to sleep with about 69percent battery nice,['battery']
1021,a a normal person who definitely will not push this watch to it limit the battery life is so tempting but i know i can not justify the price because i will not use a majority of the feature this watch boast i have not ordered one yet and maybe i will maybe i will not but it is so tempting for the wrong reason,['battery']
1022,wait until he test the garmin fenix 7 the battery life will blow his mind,['battery']
1023,that wa my exact thought lol i currently use a fenix 6x but if it get to the point one of these can last through an entire backpacking trip i could absolutely see switching there is some interesting battery tech coming down the line so maybe soon,['battery']
1024,i do see the ultra a the longest battery life apple watch,['battery']
1025,my casio cost dollar15 is very slim ha a great retro aethestic that i enjoy and a 10 year battery life date alarm stopwatch timer that is all i need,['battery']
1026,when apple come out with it in black and even a little more battery life i will consider it,['battery']
1027,eventually these watch will last a full week on one charge apple and others will hopefully soon use flexible lithium ion solid state battery in the form of a battery wristband,['battery']
1028,for double the battery life too and it not like stainless steel is a expensive metal i think titanium cost more than s,['battery']
1029,of course apple watch battery is trash,['battery']
1030,even in the smartwatch world 2 day battery is not impressive,['battery']
1031,i can not imagine taking 2 day battery watch to the mountain trip sorry it suck,['battery']
1032,disappointing battery life,['battery']
1033,nice review it not fair to compare it to the similarly priced high end garmin watch maybe the dollar300 dollar400 one and then it twice the price of them garmin fenix 6x 7x we are talking 1 3 week of battery life with more gps and heart rate tracking so it still a fashion lifesytle watch and not going to be sufficient for ironman ultra endurance atheletes also i am waiting to see the tear down on how good the apple sapphire glass is i have heard rumor it significan notly softer than the garmin sapphire glass which is a game changer for a rugged watch i would love to see you do a comparision between this and a garmin fenix 7x sapphire your thought and opinion would be great to hear,['battery']
1034,there is more to a smartwatch than battery life some people like me use their smartwatch a a phone replacement and can not do that with a garmin watch,['battery']
1035,hey marque wa cellular active during your time using the apple watch the battery life is impressive a is even just for activity tracking but that would be even more insane if cellular wa active a well i am often away from my phone while doing activity so that is the most important thing for me,['battery']
1036,69percent battery life nice,['battery']
1037,wait i already have the battery saver on my series 7 but the ultra doe not have it yet,['battery']
1038,battery noice,['battery']
1039,and here i am with my gear s 3 frontier from 2018 with 3 4days avg battery aside the feature set it offer do seem quite nice and useful,['battery']
1040,even someone who prefers round watch i like the design of this one and it ha a bunch of great feature but my similar sized garmin watch ha up to 50 day and still over a month with regular use battery life i understand that this ha way more stuff that drain the battery but a week is a must in my opinion plus i am not sure how well it would work with android but that is not the point here one thing i am hoping this watch start is the bigger casing variant most watch stop at 46mm proper sport watch can go up to 51mm i could see a new ultra line from everyone with that size,['battery']
1041,a a person that work in construction and also wear an apple watch every day while working i decided to upgrade from my series 5 to this will i ever use the marathon the hiking or the diving feature probably not but the ruggedness the battery life the bright screen and how big it is all speak to my need keep up the good review mkbhd,['battery']
1042,i did not charge my smart watch for 16 day and it still had 40percent battery when i decided to charge it it only took like 10 min to charge fully a well with a 12 watt charging brick only downside is that it doe not have touch screen super pleased though with the garmin smart watch,['battery']
1043,i wonder if garmin had a good cheaper alternative with longer battery life i just need something to track work out or something,['battery']
1044,look up perpetual calendar automatic watch and be blown away of the battery life,['battery']
1045,it is crap huawei watch battery go on for 7 day,['battery']
1046,after switching to garmin i do not think i will ever switch back to apple watch 30 day of battery life solar charging extremely durable multi satellite gps ton of different workout i highly recommend the garmin fenix 7,['battery']
1047,aris routis it is phenomenal for an apple watch sure garmin is slaughtering apple in the battery life department but they are different kind of smartwatches with different usecases i like to use my apple watch a a replacement for my phone and can not do that with a garmin,['battery']
1048,apple try to play with the big boy at fitness ie garmin with this comparison is something that ha to happen and seriously now garmin is slaughtering apple battery life when my garmin fenix 6 is at one full week with most setting on and if we go to model with solar panel it is not even a fair comparison trying to say that 3 day of battery life is phenomenal just make me laugh,['battery']
1049,only a minute in but your battery life surely wa extended by your use of theater mode and funny enough i am sure how many notification your watch buzz for drastically change battery life no friend great battery lol,['battery']
1050,i have a pretty chronic case of range anxiety bigger battery always better i do not dive not really climbing everest today imagine that activity reminder you still have an hour to close your everest ring i am sold on battery alone,['battery']
1051,an ultra watch need to have atleast 2 week of battery it also need to support cycling sensor metric apart from swimming and running so this is not an ultra watch at all,['battery']
1052,you have missed out people who work in construction like me a more rugged apple watch with a bigger battery is hugely useful to me which is why i ordered one,['battery']
1053,now mkbhd ha given some point for apple to take note make it like a casio watch infinite battery and tapered edge anyway this watch is too much for me,['battery']
1054,i do not know anything about smart watch and their usual battery life but what you said in the intro about this one is battery life sounded pretty damn impressive,['battery']
1055,i have the series 5 and have no issue with it except for battery life despite the price i will be getting the ultra exclusively for the battery the waypoint feature will be fun for geocaching but realistically i do that twice a year maybe battery life is critical for me though,['battery']
1056,i have the series 5 and got it when it came out and the battery doe not last a long i am glad i pay the dollar 4 00 a month for applecare plus so when i have time i will take it to the apple store due to battery but still a good watch,['battery']
1057,same battery life wa a huge yes for me,['battery']
1058,i got the apple watch series 4 and i am unhappy with the battery life on it but other than that it doe a an apple watch should it is not the best one in the lot but i am not interested in paying more then 100 dollar for a watch that is just me,['battery']
1059,why are you comparing battery life from a black and white casio watch to basically an iphone on your wrist,['battery']
1060,2 day battery on a watch and it get a pretty good from mkbhd damn what will my smart watch with 50 day batter backup get only if it had a apple logo somewhere on it p a watch with le than 10 day battery backup is useless for me any trip or outside activity i plan i have to consider charging a silly watch that is too much pain in the a for me,['battery']
1061,exactly you are getting all the feature with more than double the battery life a well a some of the smart watch feature,['battery']
1062,would be sick to see him do a comparison between this and the fenix 7x he will then see what good battery life is,['battery']
1063,by turning of the most notification i get almost the same batterylife with my old watch 6 sad about this one only produced in silver,['battery']
1064,ok that low battery sound at 1 11 really got me i wa like damn did not i just charge my earphone last night,['battery']
1065,i want to like it and it work for most people but it is not the watch for people who do endurance sport that last 24 hour or do not want to have to charge their watch every couple day my coros vertix 2 watch ha not been charged since september 2 i have logged 27 hour of gps running during that time and it still ha 54percent battery life left the coros is also about dollar100 cheaper,['battery']
1066,apple need to design a wireless battery adapter that connects to the watch while on your wrist during sleep to charge it then in the morning you dock the battery pack and let it charge back to full and then go about your day,['battery']
1067,i like this despite the fact it is pretty useless to a lazy boy like myself battery life still suck compared to say the entire amazfit series that go past 2 or more week on a charge while still being very useful to the vast majority of folk i hope apple get that in future version great review marque,['battery']
1068,those are not very good smartwatches though partial smartwatches maybe no full fledged smartwatch so far ha more than two and now three day of actual battery life,['battery']
1069,69percent battery nice marque,['battery']
1070,if it were not so ugly and expensive i would be interested simply because of the battery life give me a non pro version with that battery apple,['battery']
1071,yeah a 3 hour workout ai not gon na burn 2000 calorie that is like 80percent of a marathon buy garmin with a battery that can last over a month,['battery']
1072,too bad i have stopped doing triathlons and recently got the series 8 and i got my garmin 945 with awesome battery life this is massive watch for my small wrist actually the normal series 8 is more wearable too,['battery']
1073,i feel there is a limit to how smart a watch need to be i used to have an android based smart watch and the battery life wa poor now i have a garmin venu sq it doe all the fitness health tracking i need ha phone notification and medium control yet the battery last all week it is just the right amount of smart,['battery']
1074,feel like the watch 5 pro is a better choice 90percent of the feature much better battery life and like half the price,['battery']
1075,the bigger battery is nice but that thing look like too much of a chonker for my wrist,['battery']
1076,can we just get a regular one with better battery life,['battery']
1077,having worn sapphire crystal all my life the isapphire scratching at mohs scale 6 is a deal breaker for me i need a rugged watch for mountain biking like my fenix 6 i get two full week battery including weekend ride dual gps already and zero scratch on the screen after eighteen month,['battery']
1078,i have the black stainless steel series 4 and there is not a single mark anywhere on it after four year my mom ha a regular aluminum series 5 and it is covered in surface wear micro scratch all over the screen i can not speak for how well it would hold up in heavy outdoors activity i am very much an inside person but for normal use the sapphire crystal is far more durable than the glass in the regular watch i have been looking at getting a new one maybe this year or next year but probably next year i still get two day out of my battery with my light use,['battery']
1079,i know is not possible due to battery size but i wish there wa a smaller one,['battery']
1080,69percent battery nice hahaha,['battery']
1081,i guess you have an inevitable relationship with 69percent battery in your life,['battery']
1082,1 11 my ptsd kicked in when i heard that low battery sound just suck to hear it on your airpods,['battery']
1083,richard blahou ek a a hunter hiker i bought a garmin fenix 6 sapphire to replace my apple watch i got so tired of having to charge it my hunting buddy ha a garmin and i got jealous of his battery life and never needing to charge i can go 15 day without charging and that includes sleep monitoring my mind is blown,['battery']
1084,that is really good battery life damn,['battery']
1085,damn that battery backup,['battery']
1086,been waiting for this review i just wish that battery life wa a little longer do not get me wrong 2 day is a good amount but i just want 5 7 day battery life p awesome content a always though and i will defiantly be looking to buy at some point soon,['battery']
1087,keaton anderson i would fully take a few le of the smart feature for that longer battery life garmin style they last 4 5 day,['battery']
1088,keaton anderson fr 5 7 day battery life is insane something that doesnt exist in any piece of tech anywhere,['battery']
1089,dude be wanting a rubix cube size watch on his wrist for a week long battery life we getting closer but tech doe not seem to be there yet,['battery']
1090,best thing about having a watch too is when your phone battery dy or you forget to charge it you can use your watch,['battery']
1091,mine came with a dead battery and no screen film it wa some weird little cardboard sleeve it look new but i have a feeling it is a used watch,['battery']
1092,i am always disappointed with battery life of apple watch,['battery']
1093,ryam they have but it is basic physic that limit it i think the battery ha more than enough on the series 8 and ultra it is a computer phone and walk in talkie on your wrist using it take power,['battery']
1094,ahh but i mean why apple can not improve battery life,['battery']
1095,the only thing i expect is a far better battery life for both the 9 or x and the ultra,['battery']
1096,all i want is just a decent battery,['battery']
1097,give me battery and a better fitness app,['battery']
1098,i hope they can improve battery life or solar powered version,['battery']
1099,honestly i do not like how long the apple watch battery last pretty bad compared to competitor,['battery']
1100,my wish list 1 cgm 2 body composition 3 bp 4 tue all day battery life of 24hrs without low power mode chance are apple will switch all production line to 3nm this barring any technical or yield issue,['battery']
1101,improved battery life will probably be the reason why i am waiting for the series 9,['battery']
1102,oh f these battery duration le than one day is just ridiculous,['battery']
1103,if apple watch next year come with battery and solar they can compete better with garmin they would sell fast like hotcake,['battery']
1104,how can i find a apple watch 8 that ha a dead battery,['battery']
1105,i have a 40mm series 4 and a very small wrist the 44 mm wa too big in my wrist so i have not upgraded to the ultra i just want a longer battery life,['battery']
1106,i would like to be able to see my note on my watch and have different ringtone option or like when someone call you both your phone and watch go off have that for all notification i realize this is too much to expect but it would also be awesome if battery lasted at least 2 day,['battery']
1107,i can confirm from experience with the gear s3 s4 and s5 that the battery life on samsung watch is misleading i can barely get 1 5 day and this with low power mode low brightness they are not defect watch went to samsung got replacement it just how they are,['battery']
1108,this year i am getting a series 8 apple watch from a 3 so i am exited and i think they should do the band a a external battery for way better better life,['battery']
1109,a band with extra battery would be nice,['battery']
1110,i wish apple would make a fitness tracker their power efficiency in a tracker would yield awesome battery life and i just want a tracker that is optimized for apple health,['battery']
1111,thank you for the review daniel if the next iteration of apple watch include the smart connector for it wrist band it could easily incorporate battery within the band for longer use one could then swop between conventional wrist band over battery equipped one depending on use case scenario,['battery']
1112,apple will focused on battery life this time apple watch series 9 s9 chip based on 5nm technology bmi sensor new band apple watch ultra 2 s9 chip based on 3nm technology bmi sensor new color new band,['battery']
1113,hmm better battery sound great but i would also like a 44mm watch ultra the current watch ultra is too big,['battery']
1114,when the battery it s gon na last 1 week i ll buy one,['battery']
1115,i do not see the design changing anytime soon folk were predicting huge jump since the s7 and that did not happen with even with the s8 the battery life improvement would be cool but nothing worth waiting for if at all most change will probably come with the watch ultra 2,['battery']
1116,i got the ultra this year and although it wa very expensive i love it much more durable better battery life and perfect screen size,['battery']
1117,expensive it costed me a weekly income although yeah i love the alarm and the bigger case not to mention the battery it went from 100percent to 0percent in about 3 day and it charge extremely fast when i have for example 30percent i just charge it while i shower and it is already at 100percent when i put it on again,['battery']
1118,hi dan i will be upgrading next year got to keep up with the tech i am hooked now just hope battery life is better than the 8 though compared to my old 6 it is a lot better xx,['battery']
1119,i have always imagined an apple watch with smart connector and tiny battery in the strap to extend battery life,['battery']
1120,i would love to see a upgraded apple watch ultra with more battery power and few additional change to make it more interesting,['battery']
1121,it ok but the battery is terrible unfortunately,['battery']
1122,how many percent is your series 4 battery capacity after 4 year,['battery']
1123,une full day battery life amazing,['battery']
1124,if your watch is a gps model i e without cellular function or not set up with cellular it would not be able to access the internet without an iphone cellular version can but it drain your watch is battery if you have the cellular version and set up the plan you can use it stand alone for phone call streaming music with bluetooth and using map other than that you would need your iphone,['battery']
1125,how about degradation of battery in this 800 day is posible to replace it at an apple store,['battery']
1126,got mine free from apple developer academy so i am very happy i got my first ever smartwatch and i have been hearing nothing but good thing about this i do not really mind the battery life so yeahh,['battery']
1127,what is the battery health percentage after 800 day,['battery']
1128,guneet singh i used it heavily today 3 hour walk and i made it to nighttime with like 5percent of the battery so i just charge it when i sit on my desk and put it back on,['battery']
1129,doe not the cellular version finish battery quickly,['battery']
1130,how long did your battery last at the end,['battery']
1131,jstmelon loool i meant apple watch series 4 yeah no lol my iphone 12 mini ha like 5 hour sot at best and i just replaced the battery the watch easily last all day though,['battery']
1132,ballooney jr dude thats cap i have a newer samsung i think it the s7 s6 idk but the battery doesnt last 6 hour it still good but not compared to the newer phone that phone only been used a year or 2 and not even heavily it barely got used and all it wa used for wa whatsapp and youtube the battery is probably fine,['battery']
1133,well i am eating my word i did upgrade from the 7 to the 8 my battery life wa becoming wonky on my series 7 and i did not change habit or how i had my watch set up very disappointing i got a decent trade in value on the 7 and i have had my 8 now over a month and the battery life is great i have it set up the same a my 7 wa and there is a big battery difference much much better i will be keeping the 8 much longer,['battery']
1134,wohoo jessica and dustin are my fave trainer great review thank you glad you are feeling better i am looking to upgrade because i have series 4 and the battery life is not ideal for sleep tracking for health reason so highly considering upgrading do not think i need ultra but the battery life on ultra look very appealing too,['battery']
1135,this watch look good but today we see battery life in week not 7 to 14 hr,['battery']
1136,if you do alot of traning outside with gps your battery time will be much lower beacuse this year apple watch always use watch gps instead of you phone that is not good for me,['battery']
1137,i am a fan of apple product but in watch i use garmin tactix 7 pro ballistic edition it is far better than all competitor and other model in all respect especially the battery,['battery']
