,sequence,labels,scores,classified,Components List,label confidence score
981,idk why a diver would buy a watch that can not be repair or in 3 year you will have to throw it away and buy a new one because the battery life inevitably tank ik diver that own watch for decade even pas them down to their kid these watch are basically planned obsolescence,"['Design Specifications', 'Advertising', 'Software']","[0.5337028503417969, 0.24776776134967804, 0.2185293436050415]",Design Specifications,['battery'],0.5337028503417969
982,so how doe it perform for extreme sport like expedition diving and marathon w gps on just the capability n ruggedness alone doe not make it an extreme sport watch doe it last more than a day w gps on for expedition if not how can this cater for extreme sport if the battery life can last for few day for normal activity for god sake make the watch more appealing,"['Design Specifications', 'Advertising', 'Software']","[0.4705839157104492, 0.2745353877544403, 0.2548806667327881]",Design Specifications,['battery'],0.4705839157104492
983,1 that intro wa sick 2 i notice that you are on theater mode is that something you have on all the time would that lengthen the battery life while reducing the functionality something most people would not want to do with this watch,"['Design Specifications', 'Software', 'Advertising']","[0.5869196057319641, 0.27989718317985535, 0.13318322598934174]",Design Specifications,['battery'],0.5869196057319641
984,i think theater mode just shuts off always on and silence notification so it save a little bit of battery from the always on when you are playing ultimate frisbee and will not be looking at your watch but still want to track your performance,"['Design Specifications', 'Software', 'Advertising']","[0.5175988674163818, 0.3703959882259369, 0.11200515925884247]",Design Specifications,['battery'],0.5175988674163818
985,regular high end watch battery life v smart watch is not even comparable idk why you did that obviously smart watch component need more power than a regular watch because they can do way more thing,"['Design Specifications', 'Software', 'Advertising']","[0.4296679198741913, 0.31803643703460693, 0.25229567289352417]",Design Specifications,['battery'],0.4296679198741913
986,with this battery life,"['Design Specifications', 'Software', 'Advertising']","[0.7569713592529297, 0.15274682641029358, 0.09028176218271255]",Design Specifications,['battery'],0.7569713592529297
987,how is battery life so bad compared to other smart watch it the only thing keeping me from getting an apple watch competitor have more than twice the battery life,"['Design Specifications', 'Advertising', 'Software']","[0.44065219163894653, 0.307905375957489, 0.2514423429965973]",Design Specifications,['battery'],0.44065219163894653
988,69percent battery nice i could not agree more when he said that lol,"['Design Specifications', 'Software', 'Advertising']","[0.4660997688770294, 0.3163709342479706, 0.2175293266773224]",Design Specifications,['battery'],0.4660997688770294
989,watch sud b round ima iphone user using huawei gt 2 pro it last more than 10 day good battery and look good,"['Software', 'Design Specifications', 'Advertising']","[0.9023144245147705, 0.058267176151275635, 0.039418354630470276]",Software,['battery'],0.9023144245147705
990,when i wa watching intro with animation i heard low battery sound of airpods and legit thought that my airpods are low on power took me a second to realize that sound wa actually in the video u got me there mkbhd nice job,"['Software', 'Design Specifications', 'Advertising']","[0.4847554564476013, 0.28281480073928833, 0.23242978751659393]",Software,['battery'],0.4847554564476013
991,my garmin fenix get 9 day of battery just saying apple watch ultra the pick me girl of adventure watch,"['Design Specifications', 'Software', 'Advertising']","[0.4110458195209503, 0.39577504992485046, 0.19317911565303802]",Design Specifications,['battery'],0.4110458195209503
992,any emts use apple watch how useful is it when you need to see second what is your setup how is the battery,"['Software', 'Design Specifications', 'Advertising']","[0.5698391795158386, 0.26308608055114746, 0.16707469522953033]",Software,['battery'],0.5698391795158386
993,battery life sound like my ticwatch pro 3,"['Design Specifications', 'Software', 'Advertising']","[0.8000889420509338, 0.1465713232755661, 0.05333980545401573]",Design Specifications,['battery'],0.8000889420509338
994,my biggest complaint is that apple changed some of the watch face to look better on the ultra but i hate how it look on my series 7 same with the new iphone home screen but none of that ha anything to do with your review for me i work in road construction painting line on the road dealing with traffic paint solvent and the reflective glass bead among other thing wa a horrible environment for my aluminum series 3 i got the series 7 for myself last christmas in stainless steel and i have been loving it the stainless is much easier to clean then aluminum and scratch a lot le the larger screen is amazing too for me it is perfect it wa a dollar1 263 cad watch but it wa exactly what i needed with some extra goody the ultra would be just shy of a dollar1 400 watch with a lot of feature i frankly do not need it look slick but just is not for me but for those who were looking for that longer battery life and more rugged construction this is the watch for them great video a usual,"['Design Specifications', 'Software', 'Advertising']","[0.45702847838401794, 0.2853074371814728, 0.25766411423683167]",Design Specifications,['battery'],0.45702847838401794
995,it is still really annoying though that you have not tried a garmin or coros watch they do what most people need with still better sport feature while the battery can last week it is just insane the comparison ha not been made,"['Design Specifications', 'Advertising', 'Software']","[0.4819435179233551, 0.2886940836906433, 0.2293623685836792]",Design Specifications,['battery'],0.4819435179233551
996,i love doing outdoorsy stuff so this sounded like the perfect watch for me i ended up getting the series 7 since ultra wa too expensive and you can not really dress it up silver and orange doe not work with a suit period but also because they are updating s7 with the same compass stuff plus i can not use lte with my carrier so i might a well just get the gps version of 7 for cheap though i love the bigger battery life and that wa my largest hang up for apple watch in the past at the end of the day i do not know any other apple watch user who have complained about it i suppose i will just charge my watch overnight like other people do haha,"['Design Specifications', 'Advertising', 'Software']","[0.539258599281311, 0.30321216583251953, 0.15752926468849182]",Design Specifications,['battery'],0.539258599281311
997,the only reason i do not use apple watch is 1 2 day battery life this is ridiculous,"['Software', 'Design Specifications', 'Advertising']","[0.5000157356262207, 0.29013174772262573, 0.20985248684883118]",Software,['battery'],0.5000157356262207
998,i will wait for the dollar25 chinese clone currently wearing a plasticky q25 that track my physical activity measure my o2 saturation my temperature and ha a battery that last a week,"['Software', 'Design Specifications', 'Advertising']","[0.6162179112434387, 0.23619742691516876, 0.14758457243442535]",Software,['battery'],0.6162179112434387
999,went to sleep with about 69percent percent battery nice man of culture fr,"['Design Specifications', 'Software', 'Advertising']","[0.47122904658317566, 0.35419127345085144, 0.1745796948671341]",Design Specifications,['battery'],0.47122904658317566
1000,those who need a specialized gear should get a specialized dedicated gear not do it all device such a for diver a for hiker you will be lost once battery is dead you really want a dedicated handheld gps device,"['Design Specifications', 'Advertising', 'Software']","[0.7463719248771667, 0.1312897950410843, 0.12233830243349075]",Design Specifications,['battery'],0.7463719248771667
1001,lol that battery life is still a joke,"['Design Specifications', 'Advertising', 'Software']","[0.45864322781562805, 0.28935620188713074, 0.252000629901886]",Design Specifications,['battery'],0.45864322781562805
1002,two year ago i bought a coros over an apple watch because i need battery life for 12 hour plus run if an apple watch could do 13 15 hour of activity run time i would totally be interested my worry though is that it would only do that for one year then the next year it might only do 10 hour then on year three only 8 hour etc,"['Software', 'Design Specifications', 'Advertising']","[0.38876330852508545, 0.34573695063591003, 0.26549971103668213]",Software,['battery'],0.38876330852508545
1003,a someone who like a bigger face watch all my automatic are jealous for the amount of wear my apple watch get i upgraded exclusively for the new battery life and the larger ruggedized look i did not realize this existed until after launch and now i have to wait until november to get it lol,"['Design Specifications', 'Software', 'Advertising']","[0.4179944396018982, 0.3483600318431854, 0.23364557325839996]",Design Specifications,['battery'],0.4179944396018982
1004,0 00 duration of watch 1 15 it is ultra not pro 2 48 b roll unboxing 3 08 ruggedness feature battery 3 54 build quality 5 51 battery amp capability 6 33 the orange action button 8 06 who is this watch for 8 22 for diver 9 10 for hiker 10 13 for endurance athlete 10 54 battery optimization 11 46 watch band 12 22 review from different people 12 47 marque review,"['Design Specifications', 'Software', 'Advertising']","[0.8590285181999207, 0.07226435840129852, 0.06870714575052261]",Design Specifications,['battery'],0.8590285181999207
1005,dollar1300 australian for half the feature and half the battery of even last year galaxy watch 4 classic that cost dollar600 also for that price you could get a garmin fenix 7 saphire lmao never seen such a ridiculous and useless overpriced turd in my life so glad i dumped apple i also knew the series 8 would be literally identical to the series 7 with 3 week battery lol somehow apple ha conditioned it is base into accepting the same junk year after year and believing it is new it is a cult,"['Advertising', 'Software', 'Design Specifications']","[0.4292670488357544, 0.3139420449733734, 0.2567909359931946]",Advertising,['battery'],0.4292670488357544
1006,i am an android guy a well and i honestly did not think i would be into having a smartwatch either but i recently hit 41 and my dr said i need to keep track of my heart rate being on new med so i went online looked for review and picked up a cheap letsfit iw2 and it is been great a a basic smartwatch with 10 day battery life i think apple watch are overkill for most people,"['Software', 'Design Specifications', 'Advertising']","[0.41598355770111084, 0.39305728673934937, 0.190959170460701]",Software,['battery'],0.41598355770111084
1007,it is certainly an impressive watch but i think most people will get it purely for the battery and increased screen brightness hopefully this trickle down to the regular watch in the future,"['Design Specifications', 'Advertising', 'Software']","[0.3810812830924988, 0.3096775412559509, 0.3092412054538727]",Design Specifications,['battery'],0.3810812830924988
1008,i will wait till the next generation of the watch i need more battery life,"['Design Specifications', 'Advertising', 'Software']","[0.4173530042171478, 0.3173437714576721, 0.26530325412750244]",Design Specifications,['battery'],0.4173530042171478
1009,i really do not understand how people put up with watch that have to recharged multiple time a week the pebble and amazfit have 30 day battery life all with running heart rate and sleep monitoring all at dollar50 they want to me to pay 16x more for worse battery life a screen i will almost never look at and having to shout into my wrist hard pas,"['Design Specifications', 'Advertising', 'Software']","[0.4987282454967499, 0.3151782155036926, 0.1860935240983963]",Design Specifications,['battery'],0.4987282454967499
1010,while one wear a automatic watch whether a lux swiss or others youll never have to worry abt batt life ir charging and contarily smart watch big caveat is the battery life so why not make a automatic self charging smart watch,"['Design Specifications', 'Software', 'Advertising']","[0.44777005910873413, 0.368854284286499, 0.18337567150592804]",Design Specifications,['battery'],0.44777005910873413
1011,i wear my aw on my right wrist for it usefulness a activity tracker and various item while traveling i have my explorer on my left wrist a my watch left in my home timezone it ha worked well for a couple of year i think what the ultra get right is the double battery life this allows it to be what it aesthetic implies a wrist computer i will now be able to leave my iphone at home a i will be able to use aw ultra a an iphone replacement which is what i think it really is my explorer may also stay home with my iphone,"['Software', 'Design Specifications', 'Advertising']","[0.5386324524879456, 0.27884483337402344, 0.182522714138031]",Software,['battery'],0.5386324524879456
1012,3 day is battery is mediocre against garmin watch,"['Design Specifications', 'Software', 'Advertising']","[0.5639317631721497, 0.2429608255624771, 0.19310736656188965]",Design Specifications,['battery'],0.5639317631721497
1013,that is a very good point i bought a 7 last year but the battery circus is annoying a week is worth should be the bare minimum,"['Software', 'Design Specifications', 'Advertising']","[0.38681140542030334, 0.32586270570755005, 0.287325918674469]",Software,['battery'],0.38681140542030334
1014,i have not had an apple watch since the series 1 and that had a bad battery i ordered this one because i like having the top end model the battery and size also sold me,"['Advertising', 'Design Specifications', 'Software']","[0.4062635898590088, 0.3006974458694458, 0.293038934469223]",Advertising,['battery'],0.4062635898590088
1015,this right here this is exactly what i am talking about 99percent of people buying this are buying it for the battery and because it is something new from apple,"['Advertising', 'Design Specifications', 'Software']","[0.38263511657714844, 0.3807114064693451, 0.23665349185466766]",Advertising,['battery'],0.38263511657714844
1016,69percent battery nice 0 17,"['Design Specifications', 'Software', 'Advertising']","[0.6268341541290283, 0.236198291182518, 0.13696758449077606]",Design Specifications,['battery'],0.6268341541290283
1017,i should wait for 2nd version apple watch ultra maybe extra more battery and the black apple watch,"['Software', 'Advertising', 'Design Specifications']","[0.6597327589988708, 0.1782885193824768, 0.16197870671749115]",Software,['battery'],0.6597327589988708
1018,if you want to compare the apple watch ultra with these other watch do not just point the battery life i am pretty sure that a watch that last more than the awp are not even close to it feature,"['Software', 'Advertising', 'Design Specifications']","[0.4247341752052307, 0.3551024794578552, 0.22016331553459167]",Software,['battery'],0.4247341752052307
1019,2 day of battery is not enough for anything in the forest,"['Design Specifications', 'Advertising', 'Software']","[0.6080945730209351, 0.19813430309295654, 0.1937711387872696]",Design Specifications,['battery'],0.6080945730209351
1020,i like how long the battery last,"['Design Specifications', 'Software', 'Advertising']","[0.6222931742668152, 0.2239486128091812, 0.15375825762748718]",Design Specifications,['battery'],0.6222931742668152
1021,i did not realize the apple watch had such poor battery my watch 3 classic get 2 full day pretty easily,"['Software', 'Design Specifications', 'Advertising']","[0.5176737904548645, 0.26805379986763, 0.2142723798751831]",Software,['battery'],0.5176737904548645
1022,the dive computer and hiking feature arent a good a the dedicated stuff and wont replace them it only scratch the surface so this is just a more durable longer battery way overpriced apple watch and people will buy it anyway coz apple,"['Advertising', 'Design Specifications', 'Software']","[0.7303740978240967, 0.18045340478420258, 0.08917245268821716]",Advertising,['battery'],0.7303740978240967
1023,damn just for the battery this seems worth an upgrade,"['Design Specifications', 'Advertising', 'Software']","[0.7577733993530273, 0.13876581192016602, 0.10346082597970963]",Design Specifications,['battery'],0.7577733993530273
1024,the problem with the ultra is that in europe it priced at 999dollar and that is definitely not worth the price for a few minimal upgrade nothing too significan not regarding battery life also,"['Advertising', 'Design Specifications', 'Software']","[0.44666624069213867, 0.36966419219970703, 0.18366961181163788]",Advertising,['battery'],0.44666624069213867
1025,huawei make battery stay up to 14 day even in pro model what is the wow factor here in battery,"['Advertising', 'Design Specifications', 'Software']","[0.39839327335357666, 0.3801266849040985, 0.22148005664348602]",Advertising,['battery'],0.39839327335357666
1026,great video i know a bunch of people are going to drop dollar800 just for the battery alone,"['Advertising', 'Design Specifications', 'Software']","[0.48091182112693787, 0.29496246576309204, 0.2241256982088089]",Advertising,['battery'],0.48091182112693787
1027,what about battery life under lte i constantly go on run without my phone and only have my garmin tactic delta track me and play music but would like to stream and track,"['Design Specifications', 'Software', 'Advertising']","[0.4448890686035156, 0.3119921088218689, 0.2431187778711319]",Design Specifications,['battery'],0.4448890686035156
1028,if only apple would put this battery life in the regular series 8 while keeping the same size one can hope,"['Design Specifications', 'Software', 'Advertising']","[0.45486289262771606, 0.3137051463127136, 0.23143194615840912]",Design Specifications,['battery'],0.45486289262771606
1029,i can guarantee the battery life of this watch would not last long enough for me to complete an ironman,"['Design Specifications', 'Advertising', 'Software']","[0.5826838612556458, 0.2693576514720917, 0.147958442568779]",Design Specifications,['battery'],0.5826838612556458
1030,you are missing a group first responder they are going to love an apple watch with longer battery life and better durability,"['Design Specifications', 'Advertising', 'Software']","[0.4603234827518463, 0.3067956566810608, 0.23288092017173767]",Design Specifications,['battery'],0.4603234827518463
1031,look at the battery life of actual sport focused smartwatches answer is simple it not even close to being worth it,"['Design Specifications', 'Advertising', 'Software']","[0.49466654658317566, 0.2876400351524353, 0.21769335865974426]",Design Specifications,['battery'],0.49466654658317566
1032,garmin battery life is 20 day what a joke,"['Design Specifications', 'Advertising', 'Software']","[0.5487216711044312, 0.23168949782848358, 0.21958880126476288]",Design Specifications,['battery'],0.5487216711044312
1033,i do not see it being worth the money the apple watch is bulky the worst thing is a watch that slide on your wrist i can see someone banging it up against the wall pretty easily is the battery removable can it be changed like a g shock tech v functionality,"['Software', 'Advertising', 'Design Specifications']","[0.4872327744960785, 0.2778702676296234, 0.23489698767662048]",Software,['battery'],0.4872327744960785
1034,2 day battery life is not enough in 2022,"['Design Specifications', 'Software', 'Advertising']","[0.5637306571006775, 0.2671692967414856, 0.16910001635551453]",Design Specifications,['battery'],0.5637306571006775
1035,what a headache i have been with garmin watch bike computer and bike indoor trainer for the past 7 year and i am super happy with all their product performance yet recently i have switched to apple one i do not need spotify and so when running i can not use it on garmin not to mention listening to an audiobook now i wa thinking to upgrade to garmin fr955 mainly due to hrv running power battery the size i have pretty slim wrist and obviously the data that i have accumulated on garmin connect i know i could transfer it to ie strava but i do not want another company to have my data will wait few more week to see other review from triathletes and than decide thanks for the review a usual very useful,"['Software', 'Design Specifications', 'Advertising']","[0.4402509331703186, 0.31297287344932556, 0.24677622318267822]",Software,['battery'],0.4402509331703186
1036,i bought a series 6 last year i always get two full day and night with it i did not know that wa abnormal wonder why i get so much battery life,"['Design Specifications', 'Software', 'Advertising']","[0.4581845998764038, 0.32677748799324036, 0.21503786742687225]",Design Specifications,['battery'],0.4581845998764038
1037,going to sleep with about 69percent battery nice,"['Design Specifications', 'Software', 'Advertising']","[0.5460271835327148, 0.34865131974220276, 0.10532140731811523]",Design Specifications,['battery'],0.5460271835327148
1038,a a normal person who definitely will not push this watch to it limit the battery life is so tempting but i know i can not justify the price because i will not use a majority of the feature this watch boast i have not ordered one yet and maybe i will maybe i will not but it is so tempting for the wrong reason,"['Design Specifications', 'Software', 'Advertising']","[0.40622544288635254, 0.3782482445240021, 0.21552632749080658]",Design Specifications,['battery'],0.40622544288635254
1039,wait until he test the garmin fenix 7 the battery life will blow his mind,"['Software', 'Design Specifications', 'Advertising']","[0.4136762320995331, 0.3536093831062317, 0.23271435499191284]",Software,['battery'],0.4136762320995331
1040,that wa my exact thought lol i currently use a fenix 6x but if it get to the point one of these can last through an entire backpacking trip i could absolutely see switching there is some interesting battery tech coming down the line so maybe soon,"['Design Specifications', 'Advertising', 'Software']","[0.4812726378440857, 0.27112311124801636, 0.24760417640209198]",Design Specifications,['battery'],0.4812726378440857
1041,i do see the ultra a the longest battery life apple watch,"['Software', 'Design Specifications', 'Advertising']","[0.43927496671676636, 0.4179587960243225, 0.14276625216007233]",Software,['battery'],0.43927496671676636
1042,my casio cost dollar15 is very slim ha a great retro aethestic that i enjoy and a 10 year battery life date alarm stopwatch timer that is all i need,"['Design Specifications', 'Advertising', 'Software']","[0.6072796583175659, 0.23773881793022156, 0.15498146414756775]",Design Specifications,['battery'],0.6072796583175659
1043,when apple come out with it in black and even a little more battery life i will consider it,"['Software', 'Advertising', 'Design Specifications']","[0.5582295656204224, 0.22220060229301453, 0.2195698320865631]",Software,['battery'],0.5582295656204224
1044,eventually these watch will last a full week on one charge apple and others will hopefully soon use flexible lithium ion solid state battery in the form of a battery wristband,"['Design Specifications', 'Software', 'Advertising']","[0.5101141333580017, 0.26995712518692017, 0.21992869675159454]",Design Specifications,['battery'],0.5101141333580017
1045,for double the battery life too and it not like stainless steel is a expensive metal i think titanium cost more than s,"['Design Specifications', 'Software', 'Advertising']","[0.47553426027297974, 0.3314686417579651, 0.19299714267253876]",Design Specifications,['battery'],0.47553426027297974
1046,of course apple watch battery is trash,"['Software', 'Design Specifications', 'Advertising']","[0.5738309621810913, 0.323099285364151, 0.10306978970766068]",Software,['battery'],0.5738309621810913
1047,even in the smartwatch world 2 day battery is not impressive,"['Design Specifications', 'Advertising', 'Software']","[0.5800742506980896, 0.2827123701572418, 0.13721343874931335]",Design Specifications,['battery'],0.5800742506980896
1048,i can not imagine taking 2 day battery watch to the mountain trip sorry it suck,"['Design Specifications', 'Software', 'Advertising']","[0.47318506240844727, 0.27928102016448975, 0.2475339025259018]",Design Specifications,['battery'],0.47318506240844727
1049,disappointing battery life,"['Design Specifications', 'Software', 'Advertising']","[0.5136131048202515, 0.33444905281066895, 0.15193785727024078]",Design Specifications,['battery'],0.5136131048202515
1050,nice review it not fair to compare it to the similarly priced high end garmin watch maybe the dollar300 dollar400 one and then it twice the price of them garmin fenix 6x 7x we are talking 1 3 week of battery life with more gps and heart rate tracking so it still a fashion lifesytle watch and not going to be sufficient for ironman ultra endurance atheletes also i am waiting to see the tear down on how good the apple sapphire glass is i have heard rumor it significan notly softer than the garmin sapphire glass which is a game changer for a rugged watch i would love to see you do a comparision between this and a garmin fenix 7x sapphire your thought and opinion would be great to hear,"['Advertising', 'Design Specifications', 'Software']","[0.38169586658477783, 0.3235308527946472, 0.29477328062057495]",Advertising,['battery'],0.38169586658477783
1051,there is more to a smartwatch than battery life some people like me use their smartwatch a a phone replacement and can not do that with a garmin watch,"['Design Specifications', 'Software', 'Advertising']","[0.4150047302246094, 0.3750182092189789, 0.20997707545757294]",Design Specifications,['battery'],0.4150047302246094
1052,hey marque wa cellular active during your time using the apple watch the battery life is impressive a is even just for activity tracking but that would be even more insane if cellular wa active a well i am often away from my phone while doing activity so that is the most important thing for me,"['Advertising', 'Design Specifications', 'Software']","[0.4516090154647827, 0.3237592577934265, 0.22463172674179077]",Advertising,['battery'],0.4516090154647827
1053,69percent battery life nice,"['Design Specifications', 'Software', 'Advertising']","[0.5965121984481812, 0.2550203502178192, 0.14846746623516083]",Design Specifications,['battery'],0.5965121984481812
1054,wait i already have the battery saver on my series 7 but the ultra doe not have it yet,"['Software', 'Design Specifications', 'Advertising']","[0.6566811203956604, 0.23149608075618744, 0.11182279139757156]",Software,['battery'],0.6566811203956604
1055,battery noice,"['Design Specifications', 'Software', 'Advertising']","[0.5369488596916199, 0.2570059895515442, 0.20604506134986877]",Design Specifications,['battery'],0.5369488596916199
1056,and here i am with my gear s 3 frontier from 2018 with 3 4days avg battery aside the feature set it offer do seem quite nice and useful,"['Design Specifications', 'Software', 'Advertising']","[0.43424656987190247, 0.3207738995552063, 0.24497951567173004]",Design Specifications,['battery'],0.43424656987190247
1057,even someone who prefers round watch i like the design of this one and it ha a bunch of great feature but my similar sized garmin watch ha up to 50 day and still over a month with regular use battery life i understand that this ha way more stuff that drain the battery but a week is a must in my opinion plus i am not sure how well it would work with android but that is not the point here one thing i am hoping this watch start is the bigger casing variant most watch stop at 46mm proper sport watch can go up to 51mm i could see a new ultra line from everyone with that size,"['Design Specifications', 'Software', 'Advertising']","[0.39139437675476074, 0.33010590076446533, 0.2784997224807739]",Design Specifications,['battery'],0.39139437675476074
1058,a a person that work in construction and also wear an apple watch every day while working i decided to upgrade from my series 5 to this will i ever use the marathon the hiking or the diving feature probably not but the ruggedness the battery life the bright screen and how big it is all speak to my need keep up the good review mkbhd,"['Design Specifications', 'Software', 'Advertising']","[0.6499859690666199, 0.19100235402584076, 0.15901167690753937]",Design Specifications,['battery'],0.6499859690666199
1059,i did not charge my smart watch for 16 day and it still had 40percent battery when i decided to charge it it only took like 10 min to charge fully a well with a 12 watt charging brick only downside is that it doe not have touch screen super pleased though with the garmin smart watch,"['Design Specifications', 'Software', 'Advertising']","[0.47533443570137024, 0.2970816493034363, 0.2275839000940323]",Design Specifications,['battery'],0.47533443570137024
1060,i wonder if garmin had a good cheaper alternative with longer battery life i just need something to track work out or something,"['Design Specifications', 'Advertising', 'Software']","[0.5400099754333496, 0.2556157112121582, 0.204374298453331]",Design Specifications,['battery'],0.5400099754333496
1061,look up perpetual calendar automatic watch and be blown away of the battery life,"['Software', 'Design Specifications', 'Advertising']","[0.6191890239715576, 0.299347847700119, 0.08146318793296814]",Software,['battery'],0.6191890239715576
1062,it is crap huawei watch battery go on for 7 day,"['Design Specifications', 'Advertising', 'Software']","[0.49239328503608704, 0.343596875667572, 0.16400980949401855]",Design Specifications,['battery'],0.49239328503608704
1063,after switching to garmin i do not think i will ever switch back to apple watch 30 day of battery life solar charging extremely durable multi satellite gps ton of different workout i highly recommend the garmin fenix 7,"['Design Specifications', 'Software', 'Advertising']","[0.42447465658187866, 0.31924447417259216, 0.2562808692455292]",Design Specifications,['battery'],0.42447465658187866
1064,aris routis it is phenomenal for an apple watch sure garmin is slaughtering apple in the battery life department but they are different kind of smartwatches with different usecases i like to use my apple watch a a replacement for my phone and can not do that with a garmin,"['Advertising', 'Design Specifications', 'Software']","[0.494387149810791, 0.27504491806030273, 0.23056794703006744]",Advertising,['battery'],0.494387149810791
1065,apple try to play with the big boy at fitness ie garmin with this comparison is something that ha to happen and seriously now garmin is slaughtering apple battery life when my garmin fenix 6 is at one full week with most setting on and if we go to model with solar panel it is not even a fair comparison trying to say that 3 day of battery life is phenomenal just make me laugh,"['Design Specifications', 'Software', 'Advertising']","[0.433641642332077, 0.32818153500556946, 0.2381768375635147]",Design Specifications,['battery'],0.433641642332077
1066,only a minute in but your battery life surely wa extended by your use of theater mode and funny enough i am sure how many notification your watch buzz for drastically change battery life no friend great battery lol,"['Design Specifications', 'Software', 'Advertising']","[0.43156179785728455, 0.3420819938182831, 0.22635617852210999]",Design Specifications,['battery'],0.43156179785728455
1067,i have a pretty chronic case of range anxiety bigger battery always better i do not dive not really climbing everest today imagine that activity reminder you still have an hour to close your everest ring i am sold on battery alone,"['Design Specifications', 'Advertising', 'Software']","[0.4033512473106384, 0.3843516707420349, 0.21229711174964905]",Design Specifications,['battery'],0.4033512473106384
1068,an ultra watch need to have atleast 2 week of battery it also need to support cycling sensor metric apart from swimming and running so this is not an ultra watch at all,"['Design Specifications', 'Software', 'Advertising']","[0.6054418087005615, 0.287665456533432, 0.10689270496368408]",Design Specifications,['battery'],0.6054418087005615
1069,you have missed out people who work in construction like me a more rugged apple watch with a bigger battery is hugely useful to me which is why i ordered one,"['Design Specifications', 'Software', 'Advertising']","[0.7725006341934204, 0.13899439573287964, 0.08850494027137756]",Design Specifications,['battery'],0.7725006341934204
1070,now mkbhd ha given some point for apple to take note make it like a casio watch infinite battery and tapered edge anyway this watch is too much for me,"['Software', 'Design Specifications', 'Advertising']","[0.523107647895813, 0.3308749794960022, 0.14601735770702362]",Software,['battery'],0.523107647895813
1071,i do not know anything about smart watch and their usual battery life but what you said in the intro about this one is battery life sounded pretty damn impressive,"['Design Specifications', 'Advertising', 'Software']","[0.40276986360549927, 0.3412419855594635, 0.25598809123039246]",Design Specifications,['battery'],0.40276986360549927
1072,i have the series 5 and have no issue with it except for battery life despite the price i will be getting the ultra exclusively for the battery the waypoint feature will be fun for geocaching but realistically i do that twice a year maybe battery life is critical for me though,"['Advertising', 'Design Specifications', 'Software']","[0.3575369119644165, 0.3479810357093811, 0.2944820821285248]",Advertising,['battery'],0.3575369119644165
1073,i have the series 5 and got it when it came out and the battery doe not last a long i am glad i pay the dollar 4 00 a month for applecare plus so when i have time i will take it to the apple store due to battery but still a good watch,"['Design Specifications', 'Advertising', 'Software']","[0.3789222538471222, 0.3416752219200134, 0.2794025242328644]",Design Specifications,['battery'],0.3789222538471222
1074,same battery life wa a huge yes for me,"['Design Specifications', 'Software', 'Advertising']","[0.5355835556983948, 0.32418301701545715, 0.1402333527803421]",Design Specifications,['battery'],0.5355835556983948
1075,i got the apple watch series 4 and i am unhappy with the battery life on it but other than that it doe a an apple watch should it is not the best one in the lot but i am not interested in paying more then 100 dollar for a watch that is just me,"['Software', 'Advertising', 'Design Specifications']","[0.43982359766960144, 0.28887939453125, 0.27129703760147095]",Software,['battery'],0.43982359766960144
1076,why are you comparing battery life from a black and white casio watch to basically an iphone on your wrist,"['Design Specifications', 'Advertising', 'Software']","[0.4172298312187195, 0.30230945348739624, 0.2804607152938843]",Design Specifications,['battery'],0.4172298312187195
1077,2 day battery on a watch and it get a pretty good from mkbhd damn what will my smart watch with 50 day batter backup get only if it had a apple logo somewhere on it p a watch with le than 10 day battery backup is useless for me any trip or outside activity i plan i have to consider charging a silly watch that is too much pain in the a for me,"['Advertising', 'Software', 'Design Specifications']","[0.5207163691520691, 0.26497307419776917, 0.21431055665016174]",Advertising,['battery'],0.5207163691520691
1078,exactly you are getting all the feature with more than double the battery life a well a some of the smart watch feature,"['Design Specifications', 'Software', 'Advertising']","[0.42288029193878174, 0.3046870827674866, 0.2724326252937317]",Design Specifications,['battery'],0.42288029193878174
1079,would be sick to see him do a comparison between this and the fenix 7x he will then see what good battery life is,"['Advertising', 'Design Specifications', 'Software']","[0.34741562604904175, 0.3360857665538788, 0.3164985775947571]",Advertising,['battery'],0.34741562604904175
1080,by turning of the most notification i get almost the same batterylife with my old watch 6 sad about this one only produced in silver,"['Design Specifications', 'Software', 'Advertising']","[0.6066446900367737, 0.25838586688041687, 0.13496942818164825]",Design Specifications,['battery'],0.6066446900367737
1081,ok that low battery sound at 1 11 really got me i wa like damn did not i just charge my earphone last night,"['Software', 'Design Specifications', 'Advertising']","[0.44946593046188354, 0.39166775345802307, 0.15886631608009338]",Software,['battery'],0.44946593046188354
1082,i want to like it and it work for most people but it is not the watch for people who do endurance sport that last 24 hour or do not want to have to charge their watch every couple day my coros vertix 2 watch ha not been charged since september 2 i have logged 27 hour of gps running during that time and it still ha 54percent battery life left the coros is also about dollar100 cheaper,"['Design Specifications', 'Advertising', 'Software']","[0.5965505242347717, 0.2923046946525574, 0.1111447662115097]",Design Specifications,['battery'],0.5965505242347717
1083,apple need to design a wireless battery adapter that connects to the watch while on your wrist during sleep to charge it then in the morning you dock the battery pack and let it charge back to full and then go about your day,"['Design Specifications', 'Software', 'Advertising']","[0.5263570547103882, 0.3317328691482544, 0.14191009104251862]",Design Specifications,['battery'],0.5263570547103882
