,title,rating,comment,timestamp,Sentiment,Sentiment Confidence Score
733,Much better battery life!!!,5.0,My SE watch only lasts about 10-12 hours. Sometimes it would die before I came home from work. This watch lasts all day and night. It charges much quicker as well.,"March 26, 2023",NEGATIVE,0.5296229720115662
734,The Watch itself is good...,4.0,"This is my second Apple Watch. Obviously I like them or I wouldn't go for round two. My big disappointment when ordering was about band size. I need a larger one, but there was confusion around the order and I ended up with a smaller one. While I could return the whole AW order, I didn't really want to do that. Now I'm using a new watch with an old band because I can't just swap bands and buying one identical to the one I have is a ridiculous price. So I'm stuck. I bought an aftermarket band, but it isn't what I truly want. To all of you ordering, be extra diligent when picking sizes. Yes, I should have returned it, but I didn't.","February 5, 2023",NEGATIVE,0.9994662404060364
735,Perfect!!,5.0,If you have an iPhone I highly recommend it.,"April 3, 2023",POSITIVE,0.9997389912605286
736,A wonderful tool for monitoring your health!,5.0,It an amazing watch ! He loves it!,"April 1, 2023",POSITIVE,0.9998908042907715
737,Athlete from garmin and love the AW,5.0,"Battery life is ok for me, I get a little over a day. Love the smart watch health features and 3rd party apps. Stryd works great for running, apple run power also fantastic, etc. little more work exporting data to everywhere you may want vs garmin, but not too big of a deal with healthfit or run gap.","March 7, 2023",POSITIVE,0.9965728521347046
738,Overrated?,4.0,"It’s really just a fancy watch, but i like it, i wear it, i talk dirty to it, recommended","March 26, 2023",POSITIVE,0.9980801343917847
739,LOVE THIS WATCH!,5.0,"I love my Apple Watch 8!I hadn’t worn a watch in years; pretty much not since I’d gotten a smartphone. But now I find it a great tool. I use it to find my phone about 3 times per day (saves about 3 min each time). I record my meds, set alarms, track sleep modes, get more active. It’s really a great device.","March 10, 2023",POSITIVE,0.9988687634468079
740,Love it!!,5.0,Just get one lol.  I broke my old one and was without for a while. Missed having the notifications and tracking features so grabbed this one on a deal around Xmas time.  Love it,"March 10, 2023",NEGATIVE,0.987357497215271
741,Security!!!!,5.0,"I got this as a safety security. I live alone and have no desire for one of those neck alarms. This is wonderful!  I slammed the chest freezer door shut and it immediately contacted me, asking if I had fallen. I had to reply 3 times, assuming my welfare. This is fabulous. I know it’s pricey, but worth it!","February 28, 2023",POSITIVE,0.9993791580200195
742,Awesome watch,5.0,"My older Apple Watch was no longer supported with my new phone, I had it for 5 years and it was still working. So I upgraded to this one and it was a great buy! Love the new features and expect it to last several years like my other one.","March 2, 2023",POSITIVE,0.9983977675437927
743,Chargeging issues,4.0,It seems that the charger cable doesn’t work with other charging squares,"March 23, 2023",NEGATIVE,0.9997817873954773
744,Love,5.0,It is my husband fav now,"April 11, 2023",POSITIVE,0.9995352029800415
745,Very good but no blood pressure measurement,4.0,Had 1 day . Bought more for health tracking . No blood pressure measuring or monitoring,"March 20, 2023",NEGATIVE,0.9992104768753052
746,Great Watch,4.0,"I had a series 2 Apple Watch and its battery was not holding a charge anymore.  The model 2 watch is no longer software upgradeable and the cost to change the battery in it did not seem to be the smart move with all that has changed in the watch.  I love the new brighter display and the ""constant on"" feature of the display.  The battery is still at 50% at the end of the day when I place it on the charging puck, so the battery life is great in spite of the constant on display.  I still use pretty much the same apps as I did before so the upgrade was not for the apps but for the battery and display.  Now if Apple only included real time glucose monitoring for diabetics, that would be nirvana and the rating would likely be 5 stars.","December 23, 2022",POSITIVE,0.9885832071304321
747,Good,5.0,Good,"March 29, 2023",POSITIVE,0.9998161196708679
748,works as i expected,4.0,"I like the apple watch.  That said, it had a breakdown on me only a month after I got it.  I reset it, and it's not had another issue, yet.  But, that's only been a couple of weeks ago, so we'll see.  I like that you pick your face, and what it shows.  Your steps, sleep, ekg, etc.  I was hospitalized shortly after i got it, and it kept telling me my heart rate was high.  Accurate. I keep finding more things it does.  I like it all around, just hope it doesn't breakdown on me again.","January 18, 2023",POSITIVE,0.9971047043800354
749,First apple watch!,5.0,This is the first apple watch I ever purchased and it’s an invaluable tool for someone with an active lifestyle. I love tracking my calories and stats through the day and after my workouts!  I have no complaints so far!,"February 28, 2023",POSITIVE,0.9992557168006897
750,Excellent product!!,5.0,Battery life,"March 26, 2023",NEGATIVE,0.8737131357192993
751,Looks and works great!!!,5.0,Love it!!,"March 23, 2023",POSITIVE,0.9998821020126343
752,Very pleased,5.0,Great improvements over 1st generation,"March 17, 2023",POSITIVE,0.9997997879981995
753,Love my new Apple Watch series 8. P,5.0,Health apps,"March 21, 2023",POSITIVE,0.9919507503509521
754,It's very appropriate to give it to others as a gift,5.0,"It was bought for a friend, and he liked it very much","March 13, 2023",POSITIVE,0.9997854828834534
755,Helps Track My Fitness,5.0,Very nice for its intended purpose as a fitness tracker.,"March 11, 2023",POSITIVE,0.9994328618049622
756,"A nice Watch, not much of an upgrade though",4.0,"UPGRADES from Series 7:S8 Chip:  This is basically the same as the S7 chip, with a few new integrated sensors:--Temperature Sensors:  Measures wrist temp. only while sleeping, takes five days to build baseline.  Currently only used to help retroactively analyze ovulation cycles after two cycles.  Not predictive.--High G accelerometer and improved gyroscope:  Able to detect car crashes and call for help.  (Same feature available in iPhone 14)-Different Color options: (Currently no blue or green?)That’s it.  Everything else is exactly the same as the Series 7.  The only way I can even tell them apart is by the color, otherwise they look the same.  The only benefits to upgrading to a Series 8 from a Series 7 would be the improved ovulation tracking features via nighttime wrist temperature, (though Apple warns that this is not necessarily predictive and should only be used to retroactively analyze your cycles after a couple months of use, and you would have to be wearing it at night often because this feature only uses sleep temp data), or the car-crash detection (but if you are going to get an iPhone 14, then this feature will be in your phone already).  So, if you are not interested in the ovulation data (or just don’t want to wear the watch every night- because maybe you charge it at night), and you plan to get an iPhone 14, then there is no reason to upgrade to this Series 8 at all.  The series 8 does come with Watch OS 9 which has some new software features, but all Apple Watches Series 4 or later can upgrade to this same OS 9.  (So that is Series 4, 5, 6, and 7, and SE, all support upgrading to Watch OS 9)So basically, it is hard to recommend getting this Watch Series 8.  If you can live without the wrist temp ovulation analysis and car crash detection in the watch, then I would suggest sticking with Series 7.  Even Series 6 isn’t that different in terms of performance, it and will still support Watch OS 9.  If you are buying your first Apple Watch, I would still suggest getting the less expensive Series 7.  Or you could also look into the new SE 2, which is about $150 less expensive than this Series 8, but lacks several other features like the Always-On-Display, ECG, blood oxygen and IP6X rating.","September 17, 2022",NEGATIVE,0.9988316893577576
757,Excellent,5.0,Best product ever!,"March 17, 2023",POSITIVE,0.9998579025268555
758,Refund,5.0,"I have been waiting to get a refund, returned watch would not sink with my phone! 2 weeks no refund!!!! Beware? Now it’s been 32 days still no refund 😡","March 1, 2023",NEGATIVE,0.9949178695678711
759,This watch is making a positive difference in my life.,5.0,"I mainly bought this watch to support my fitness activities and it does a great job of that.  The number of available functions is somewhat overwhelming, but it's easy to find the ones that are most useful to me on a day-to-day basis.  I look forward to learning how to use other functions.","February 11, 2023",POSITIVE,0.99676513671875
760,Get an Apple Watch support a good cause,4.0,"I’m happy with this Apple Watch- it came brand new even though it didn’t have the original plastic wrapping on their outside box, it still had the sealed tapes. It was easy to set up and also an easy learning curve for use. The screen is perfect! My only complaint is with Apple for not proving a USB-C plug for the USB-C cord. I’m reluctantly using my iBook plug to charge the watch until i can get a new plug. This should be explained in the numerous description information and the photos. Yeah, it shows the cord- who would think it didn’t come with the plug?I’m thrilled also that Apple partnered up with Product Red so  that i could support a cause that I have a huge respect for- that of preventing HIV and AIDS. I had a family member die of AIDS and if the research and prevention happening now had happened in the early 90s then she might not have died from a tainted blood transfusion and could’ve afforded the medication protocol. So for me- this watch is not only my favorite color, but also a purchase to support a cause I feel strongly about. Product Red also helps solve Poverty, and Health Care throughout the world.","November 3, 2022",POSITIVE,0.9954299926757812
761,Apple Watch 8,4.0,"I purchased the new Apple Watch 8 for my wife as an anniversary gift. She loves anything and everything apple, and I myself prefer other options.As for a review, I am comparing the Apple Watch 8 to my Garmin Venu 2.Many of the added and new features of Apple's newest watch, like SOS and biometrics monitoring, have been a staple in their competitors' products for a while now.Comparing the responsiveness of the Series 8 to the Venu 2 is quite a big leap, as the Series 8 has a faster chip and can perform many tasks, including video animations like Toy Story characters running around the screen with phenomenal clarity and resolution, which is one thing it does that my Garmin does not.Comparing the reliability, however, does show how Apple is lacking in the functionality of its watch. To start, the GPS signal in the Garmin is better than the Series 8 when out in the wilderness or anywhere where the signal may not be as great, whereas the Series 8 seems to lack a proper signal. As well as my Garmin has more accurate biometrics reading when comparing our vitals being monitored with a pulse oximetry device.Overall the build quality seems comparable to my Garmin, as both have been plunged into deep enough water, both in the ocean and in 10'  swimming pools. Neither has shown any water damage since. For impact damage, the Apple watch seems to be more resilient as my Venu 2 has a few dings here and there for it hitting desks, and normal wear and tear, yet the Apple Watch still looks as good as it did out of the box.Overall, the Apple Watch 8 is a great product for someone who likes to stay in the Apple ecosystem.","October 29, 2022",NEGATIVE,0.9595798850059509
762,Battery life sucks,5.0,"I'm not sure if it's just me, but the battery life sucks. It lasts about a day a half, and that's with turning off at night. You really can't use it during the day and expect to use the sleep tracking and health tracking features at night because it would need to be charged the next day. My series 3 had a much better battery life.","February 2, 2023",NEGATIVE,0.9965906143188477
763,Apple Watcher Series 8,5.0,I bought my husband this watch for his birthday. He absolutely loves it!!!! Excellent purchase!,"February 27, 2023",POSITIVE,0.9998782873153687
764,Love it except Siri is a little over-reactive,4.0,"I love my watch. Very accurate tracking and everything is easily accessible. I wish the health, fitness, and watch apps were better integrated so that you didn’t have to switch between the three of them to see all of your data in detail, but it’s not that big of a deal in the grand scheme of things. My only issue is that Siri sometimes thinks I am talking to my watch and writes/sends text messages without me meaning to. I need to play with the settings more to see if that is fixable.","December 30, 2022",NEGATIVE,0.9727351069450378
765,Great gift for single grandparents!,5.0,"My 89 year old grandpa loves it.He always would complain about my mom’s solution to her concern for his safety, as he is a hard-of-hearing, aging but independent, recent widower — Life Alert. It was bulky, uncomfortable, frankly outdated, and $60/month!This smart watch not only saves him money, but also helps him know someone is calling with a gentle buzz of the wrist, tracks his sleep, heart rate, AND oxygen levels, AND provides him a daily momento as we setup his watch face to be a picture of him and my grandma.Could not recommend enough for your independent single grandparents!","January 21, 2023",POSITIVE,0.9866290092468262
766,I love the red color,5.0,It’s a legit Apple Watch and it’s a beautiful red. Just like any other Apple Watch and works well and in perfect condition.,"February 25, 2023",POSITIVE,0.9998400211334229
767,Apple Watch 8,5.0,I love it Red is hot!!!,"March 1, 2023",POSITIVE,0.999842643737793
768,its amazing,5.0,i bought this for my daughter she loves it. charge lasts for over 12 hours.,"February 24, 2023",POSITIVE,0.6665982604026794
769,Estaba nuevo,5.0,Me gusto funciona muy bien y sin problema,"February 23, 2023",POSITIVE,0.9727101922035217
770,Great watch.,5.0,Easy to use. Very sleek and nice design.,"February 23, 2023",POSITIVE,0.9998804330825806
771,it works.  that's important to me,5.0,"my experience with apple products is that they work.  they work well, they work together.  I'm happy with this watch. wanted features to help me with my fitness, sleep, etc.  Battery charges in 15 minutes. it syncs with my phone and laptop.  it's great.","January 25, 2023",POSITIVE,0.9997114539146423
772,Best smartwatch I've ever owned,5.0,"I thought the original Apple Watches were great, and then felt like they were just fine tuning previous versions and calling it something new for each series. This is light years ahead of where we were with the series 7. The display is easier to read, the voice to text feature makes less errors than my phone, and the sleep tracking is spot on; so good that I know how long it takes me to get out of bed in the middle of the night to concede to the obvious fact that I need to pee!This is great!","January 7, 2023",POSITIVE,0.9994410872459412
773,apple continues to deliver,5.0,"I recently purchased the Apple Watch Series 8 and I have to say, I am extremely impressed with its performance and features. The watch is sleek and stylish, with a beautiful display that makes it a pleasure to wear. The fitness tracking features are also top-notch, accurately tracking my workouts and providing valuable insights into my activity levels.I also appreciate the convenience of being able to receive notifications and make payments directly from my wrist. The watch is also water-resistant, making it the perfect companion for my swim workouts.Overall, I would highly recommend the Apple Watch Series 8 to anyone looking for a high-quality, versatile smartwatch that can keep up with their active lifestyle. It has quickly become an indispensable part of my daily routine.","December 24, 2022",POSITIVE,0.9998055100440979
774,Good smart watch,4.0,"Purchased for a family member who is older and would like to track her heart rate, detect falls, call for help etc. It doesn’t come with a charging block. Wish we knew that when we got the watch. She’s using an iPhone 13 but when she purchased her phone, it came with the old 5W USB-A charging block and this watch’s charger is only compatible with USB-C. So far she can’t charge her watch to see if it works (died after trying to set-up). Guess she’ll have to order a charging block for an additional $20.","December 5, 2022",NEGATIVE,0.9992161989212036
775,Exactly what I needed,5.0,"As a fan of the Apple Eco-system (iPhone, iPad, and Apple Watch) I upgraded to Series 8 for the features that involve your health. The heart and fitness information is exactly what I was looking for. The battery is long lasting (up to two days) so I can wear it all night (when it once detected Afib) and charge it for an hour or so in the morning. Everything you like about Apple Watch is here, and more.","January 14, 2023",NEGATIVE,0.6121241450309753
776,"Excellent watch, battery life could be better.",4.0,"Love the watch, it does everything I need it to do and more. Sleep tracking is excellent, heart rate monitor and blood oxygen sensor are very useful. The alarm hasn’t failed me yet.The downside? Having all of those features constantly monitoring for changes drains the battery quicker than I’d like. Note that I dimmed the brightness of the display and turned off the “always on” feature. It helped a bit but to get the most out of the battery, you’ll have to turn off the active monitoring features.Low power mode is always an option if you’re really needing to conserve battery but it turns off 99 percent of features to do this.I have a charger nearby 95 percent of the time so that minimizes the issue somewhat.I‘d give it a half star back if that was an option (so realistically a 4.5 out of 5)Some people will say get the Ultra if you need a better battery, but I couldn’t justify $800.","October 23, 2022",NEGATIVE,0.9853744506835938
777,Top notch Apple product,5.0,"Slick profile, top notch performance, effortless pairing with iPhone 14 Pro.","February 15, 2023",POSITIVE,0.9996688365936279
778,It’s Apple it works,4.0,"This is my third watch, 1,2,8, battery could be better, charged every day. So far they all work as advertised..","January 21, 2023",NEGATIVE,0.9677889943122864
779,It’s a great watch!,5.0,I like the larger face as compared to my first generation watch. Medical features are also at the top of my list.,"February 10, 2023",POSITIVE,0.9994876384735107
780,"Great watch, shipping took 11 days",4.0,"The watch is what it is, but this review is to warn you if you need this soon then go to the Apple Store. It took 11 days to get to me and we have Prime","January 9, 2023",NEGATIVE,0.9952740669250488
781,I want a little money my wife got this,5.0,"I want a little money I paid off a few bills. We had a little leftover and she’s like oh good I can get a new watch. She likes it if mom is happy, I’m happy because what they say is. If mama ain’t happy, ain’t nobody going to be she loves it.","January 21, 2023",POSITIVE,0.993898868560791
782,Convenient daily use,4.0,"The device is very convenient to keep track of your daily fitness. The bluetooth function makes it a lifesaver during wintertime as u don’t have to keep taking your phone out of your pockets to make/ take a call.The series 7 came with an extra wristband, this only comes with 1 pair","December 25, 2022",NEGATIVE,0.5353341102600098
783,"Excellent , Love it.",5.0,"Great for fitness tracking, Encourages you to excerise daily,  Also the fact that you do not need your iphone on you  all the time , when reeiving a call. I purchased watch with a $60 discount from Amex, which results in a great buy.  Love that you can track your heart rate when excerising. and see the improvements in your heart rate .VENDOR SHOULD STATE IN DESCRIPTION , THAT YOU REQUIRE A MINIMUM OF A IPNONE 8 TO PAIR THE WATCH. IN REVIEWS SOME CUSTOMER PURCHASED THIS WATCH WITHOUT BEING AWARE OF THIS FACT.","January 8, 2023",POSITIVE,0.9955377578735352
784,Battery life too short. Lasts 1 day between charges.,4.0,"Great size, and great Apple item, but battery life too short.","January 19, 2023",NEGATIVE,0.9915423393249512
785,Need a USB-c charging cube,3.0,VERY disappointed this didn’t come with a charging cube. Would’ve been nice if it would’ve been mentioned somewhere or grouped as being sold together had no idea. Now I have to wait two days for one to be shipped.,"April 12, 2023",NEGATIVE,0.9997264742851257
786,Item as Described.,4.0,Item as Described. Thank you. Exactly what I needed.,"January 19, 2023",POSITIVE,0.9998525381088257
787,Love my Apple watch,5.0,"Love my Apple Watch.  There are so many features to figure out.  I like that Mini Mouse will tell me the time.  Use Low Power Mode to extend battery life.  Mostly got it for the sleep, steps, health features and especially for asking, then calling someone if I fall down.","January 17, 2023",POSITIVE,0.9398945569992065
788,Love my new Apple watch,5.0,"I did not think that I needed such an expensive but my husband surprised me with this one and I love it.  Besides all the tracking functions and having a beautiful face that is always easy to read, the best thing is to be able to answer calls and texts without having to run and fine my phone.  I am finding that I am missing less calls and responding to texts quicker.  Yes with all the functions it needs charging more often that it says but it is no shorter than the cheaper versions.  I just keep my charger by my bed so it can charge at night since I really don't need the sleep tracker.  My best advice is don't mess around with the cheaper versions. Go for the gold it is worth it!","November 20, 2022",POSITIVE,0.9982476234436035
789,Amazing smart watch,5.0,"The Apple Watch series 8 is an all around great smart watch, especially if you are involved in the Apple ecosystem. It has solid battery life, easily making it through a full day off one charge. The apps available are quite convenient and make you feel much less of a need to pull out your phone constantly throughout the day. I initially did not think much of the car crash safety feature, but I've got to admit there is something comforting about knowing your watch can act as a life alert help signal in the event of a car crash. Hopefully I never need to rely on that feature but it is comforting to know it is there. The health features like the blood oxygen monitor are also quite useful, and supposedly the monitor as reliable as a medical-grade device according to a recent study in the Digital Health open access journal.Overall I am quite pleased with this smart watch and think it was a fantastic purchase.","October 30, 2022",POSITIVE,0.9986172914505005
790,A terrific smart watch,5.0,This was a gift for my son.  He loves the watch.  It's comfortable.  He love being able to set his watch face and track his health and fitness with the apps.  It's perfect.,"January 21, 2023",POSITIVE,0.9998743534088135
791,Great watch.,5.0,Made for a great gift.,"February 12, 2023",POSITIVE,0.9998843669891357
792,Perfect!,5.0,"This watch helps me keep my life together. Cliche? Maybe. But, I love that it keeps track of my burned calories, my standing time, and my exercise. I have noticed that the series 8 tends to be more accurate with my workouts as well.Apple Watch also is compatible with Peloton.","January 12, 2023",POSITIVE,0.9989196062088013
793,Great upgrade from my Apple Watch 3,5.0,"Love the Apple Watch, I used the series 3 for many years and this was a great upgrade. Battery life and processor speed are great, I love that it keeps track of my laps in the pool and all my workouts.","January 18, 2023",POSITIVE,0.9997966885566711
794,Best value for money. Is better to go for republish rather than new one,5.0,The media could not be loaded.,"April 10, 2023",NEGATIVE,0.9982814788818359
795,Love my Apple watch seriew 8,5.0,"I bought this as a birthday present to myself. Bought it to replace a Fitbit Versa2. Took a few weeks to get used to, but love it! Missed my reminder to take 250 steps each hour, but eventually figured out the activity rings. Like the always on display. Just wish the battery life was a bit longer. I'm trying to remember to charge it each night while I watch TV.","January 3, 2023",NEGATIVE,0.8288783431053162
796,Best Apple Watch to date,5.0,"This is the best Apple watch I have encountered. The design is nice and sleek and feels good when you wear it (I hate wearing watches traditionally but this one I don't mind this one at all). It has a ton of features and customizations and if you download the Facer app from the app store (it's free) you can do even more customizations to the watch face to get exactly what you want. The O2 monitor, heart rate, and ECG monitors are also nice features with this model so if you are concerned with those issues, this watch is for you. I was traditionally an Android user but after all the innovations that Apple has made recently, they have me converted.","November 27, 2022",POSITIVE,0.9992033839225769
797,El mejor reloj de Apple,5.0,"Es mi primer Apple Watch comprado en Amazon y llego en un excelente estado, con caja y accesorios originales, en un tiempo menor al previsto","January 28, 2023",NEGATIVE,0.9295920729637146
798,Good refurbished deal,5.0,"It came with its own box and everything, cords and band . never used.","January 31, 2023",NEGATIVE,0.9944345355033875
799,The face was small for a man.,4.0,Did not keep this.,"January 14, 2023",NEGATIVE,0.9992496371269226
800,Got it on sales. Not the best looking Apple Watch but well.,5.0,"Got 2 of these on sales as gift.  Not the best looking Apple Watch out there, for example I got the stainless steel one with leather band, but that one alone cost 2 of these. So if you really want Apple Watch for usage utility, get these on sales!","January 9, 2023",NEGATIVE,0.9858155250549316
801,Replaced a Series 5 Apple Watch,3.0,"I wanted to take advantage of the enhancements available on the Series 8 watch over the Series 5.  As I have COPD (a lung disorder) the ability to have quick access to the Blood/Oxygen level was a definite attraction.  The fall detection and crash detection were also a consideration.  Well, the watch is accurate as it gets its time from GPS signals.  I thankfully haven't had an occasion to test the fall or crash detection yet but the Blood/Oxygen reading is a complete joke for those of us who really need this statistic.  I have found that if the actual reading is low (anything below about 91%), I will inevitably get an ""Unsuccessful Measurement"" from the watch.  For people with advanced COPD, readings below this are quite common and need to be monitored.  Not only does it refuse to read low settings but the actual reading when it is available is way too high for medical tests.  The watch will inevitably read 2 to 5 percentage points above what the actual reading is on a calibrated SPO2 sensor.  When the watch shows a 92% oxygen saturation, you probably have an actual saturation level of 88 or 89% which is well below the safe margin.  Given the known results of that test, I actually have little faith in the watch's ability to detect a fall or crash.  Overall, I am disappointed in the watch as an enhancement over my Series 5 which I found to be very useful except for the short 18 hour battery life and the Series 8 didn't really improve on the requirement to charge the watch every night.","November 1, 2022",NEGATIVE,0.9991348385810852
802,It doesn't come with an adapter!,3.0,I like the watch so far but it did not come wIth an adapter so I am now waiting for one. It needed to be charged in a few hours...greed is terrible thing.It was relatively to set up using my iphone.I will edit this review after I get the adapter.Sigh.,"March 24, 2023",NEGATIVE,0.996518611907959
803,Apple Watch Series 8,5.0,"Easy to set up. Love the new features the Apple Watch Series 8 has. Shipped fast. Didn’t realize that Midnight color has a blue color to it, thought it was black.","January 18, 2023",POSITIVE,0.9904593229293823
804,Muy recomendable,5.0,"Hermoso y practico, me fascina","February 4, 2023",POSITIVE,0.9487877488136292
805,"A great watch, but not many updates from last gen",4.0,"I think I’m most disappointed with the lack of new colors, is anything I believe they’ve taken the more unique green and blue out of the lineup completely.  I think the crash detection is interesting and I use it for health tracking, but not really much of an update.  I only bought it because I always seem to…","November 9, 2022",NEGATIVE,0.9992648959159851
806,Good gift,5.0,Merry Christmas gift happy people good life good time,"February 1, 2023",POSITIVE,0.9998747110366821
807,Useful for health tracking,4.0,This apple watch is excellent for health tracking like heart rate oxygen level and ECG. Sleep tracking really impress me a lot. Battery life is also impressive. One thing that I am really don’t like is apps. There is not much app available and even some available apps don’t work properly,"November 21, 2022",POSITIVE,0.927827000617981
808,Battery life,5.0,I'm pleased with the watch but still have lots to learn how to best use it,"January 25, 2023",POSITIVE,0.9927143454551697
809,Better than imagined,5.0,"Bought the Apple Watch 8 used because I don’t have the money or intention of buying something almost as expensive as the phone . The condition was “ Like New “ and that “ nothing wrong with box “ or something like that . I went for this one and when it arrived it was totally factory sealed , it was probably a return but since it’s a return it can’t be listed as new . I’m so happy because I cant pay the price of a new one but ended up getting one new at the end . God bless Amazon Warehouse deals !!","December 2, 2022",NEGATIVE,0.9917199611663818
810,Pleasantly surprised,5.0,"I finally gave up on my Fitbit. Too many little things. I resisted the Apple Watch for many years due to the short battery life. I use my watch for both health and sleep tracking, so wanted a once-a-day charge schedule.This watch delivers!  Because there is no Cell Radio, after 24 hrs I still have 40% battery left!  This is useable and I’m very pleased.","December 22, 2022",POSITIVE,0.9975622892379761
811,Great,5.0,Awesome I love it,"February 3, 2023",POSITIVE,0.9998795986175537
812,Love this watch!,5.0,So happy that I bought this watch. The battery life is better than the previous generation but could be better.,"January 22, 2023",POSITIVE,0.9857385158538818
813,Apple Watch Series 8,5.0,Me encanto este reloj lo ordene para mi esposo es genial muy buen tamaño y ya sabemos la calidad son buenas lo recomiendo a mi esposo le facina 🤩,"January 8, 2023",NEGATIVE,0.9083755016326904
814,Great watch,5.0,Finally gave in to Apple for watches and I can’t complain. Yes they are more expensive but the quality is amazing. I had to Fitbits that each died after two years which was very disappointing for the price tag. Decided it was time to go Big! Roughly 2 months in and I’m still learning new features.,"December 30, 2022",POSITIVE,0.9870336055755615
815,Very good watch,4.0,My wife is so happy with the watch.,"December 22, 2022",POSITIVE,0.9998733997344971
816,Best smartwatch in town,5.0,"Looks, functionality, connectivity with phone and other accessories is great! Wish the battery life was a bit efficient.","January 20, 2023",POSITIVE,0.960669994354248
817,Great watch that does a lot!,4.0,I had an Apple Watch 3 so this was a great upgrade. It has an abundance of Watch faces and can be customized. There are so many things it does that I am constantly finding new uses. Especially as it relates to health. The only drawback as always is the battery life. It does last longer than my Apple Watch 3 by several hours. So far I am very impressed. It is not cheap but you get what you pay for with all the features it contains.,"October 5, 2022",POSITIVE,0.9929044842720032
818,"Great upgrade, Great Apple Watch",5.0,"We upgraded from the original Apple Watch to this Apple Watch 8. What a great upgrade and a great Apple Watch. Beautiful vibrant screen, very fast, very reactive and versatile. I highly recommend this smart watch!","January 11, 2023",POSITIVE,0.9998761415481567
819,Great Health Aid,5.0,"This watch has some great health features. If you have been diagnosed with A-fib this is a must have. You can set HR notifications, it tracks blood O2 levels and tracks activities. Oh and it keeps accurate time as well. Great watch!!","December 29, 2022",POSITIVE,0.9994943141937256
820,Cumple las expectativas y con lo descrito,5.0,"Es mi primer apple watch y cumplió mis expectactivas, sin embargo tener en cuenta que la batería dura “poco”, pero no es porque sea mala, es por los propios sensores que si están activados consumirán la batería más rápido. A mi me dura 1 día y medio y carga en 1h","December 20, 2022",NEGATIVE,0.9856377243995667
821,I Love it,5.0,My best investment 🤗,"January 30, 2023",POSITIVE,0.9996479749679565
822,great product,5.0,i got this as a christmas present for my mom. she loves it so much!! it came really quick. the apple box wasn’t damaged in any way. she only had it for a couple days but her sleep tracking is very accurate & the battery life has lasted her a long while. i highly recommend!,"December 26, 2022",POSITIVE,0.9995989203453064
823,The battery is not that good,4.0,Need to charge everyday,"December 18, 2022",NEGATIVE,0.9018927216529846
824,Autentico original,5.0,"Tenía mis dudas sobre la autenticidad del producto, 100% original al ser el vendedor Amazon.","January 19, 2023",NEGATIVE,0.9774116277694702
825,Almost perfect but Apple is greedy:  You need to get a USB-C power block,5.0,"Apple makes a great product but their greed never fails to surprise me.  Instead of providing a power cord (magnet) with a standard USB connector, you will need to acquire a USB-C power block.  To be fair, it may not be just greed but why?","December 27, 2022",NEGATIVE,0.6314849257469177
826,Not a fitness watch but a smart one,5.0,"Being a first time Apple Watch buyer I was not aware of the differences between a smart watch, and a fitness watch. Basically, the Apple Watch is a clone of your Iphone. Since I need Fitness help, with the Apple watch I had to add additional apps to track different areas, for example heart monitoring. Also another app for my walking steps to show on the face screen, then Apple fitness is also additional and not free. It all seems messy and all over the place not to have everything under the one watch. It’s a matter of preference. If you don’t care for your watch to also act as your cell phone and your priority is fitness, then be happy and spend much less money in another watch.","October 15, 2022",NEGATIVE,0.9986550807952881
827,No vale la pena,5.0,"Recomiendo que compren el serie 7 a un precio mucho menor, es lo mismo! El serie 8 ha sido una estafa para volver a vender como todos los años! Si realmente quieres dar un salto, tendría que ser al ultra, pero recordando que también es ultra caro","December 23, 2022",NEGATIVE,0.9829918742179871
828,Great watch,3.0,Nice watch and worth the money with great battery life. Except when click an album and choose a song it will not play on my phone and it lowers the volume,"March 12, 2023",NEGATIVE,0.9593867063522339
829,I am probably the only one,5.0,Who purchased this full price. A shows of discounts since launch. My wife doesn't notice much of a difference from her Series 4 (unlike her upgrade from an Intel to a M2 MBA),"January 3, 2023",NEGATIVE,0.994261622428894
830,My first Apple Watch,5.0,"Definitely worth the wait. Apple got it right with this version. I cannot think of another function I would need in a smart watch. With the Apple Watch 8 my phone can stay in my pocket and I can still make calls, get map directions, exercise, check my daily schedule, and so much more.","December 12, 2022",POSITIVE,0.9291346669197083
831,Battery Life and features.,5.0,"The battery life is 18 hours which I understand is good for all of the features, but I wish it could be longer.  I guess I want it all.  For the price, it’s everything as advertised.  I love the looks and features, which I’m still learning to use.","December 17, 2022",POSITIVE,0.9983764886856079
832,Best Christmas present ever!,5.0,I love this watch! Best present ever! It’s even easier to work than the iPhone.,"January 15, 2023",POSITIVE,0.9998455047607422
833,Best gift ever!,5.0,My husband surprised me with this watch for my anniversary gift! I love it! Was not a watch person prior but quickly got used to wearing it and not I love it!!,"December 30, 2022",NEGATIVE,0.9676249623298645
834,"I love the watch, it does need charging a lot.",5.0,I like the Apple watch.  I am getting used to wearing it. .The weight and the band takes some getting used to.,"January 9, 2023",NEGATIVE,0.7218635678291321
835,The band is tiny,3.0,Just bought it. I don’t have large wrists and this thing can barely fit me. What is this? A wrist band for kids?,"March 16, 2023",NEGATIVE,0.9984773993492126
836,Arrived quickly and in excellent shape.,5.0,Have not used for sleeping and still too new to rate battery life. It does record ekg readings and much much more.. make sure to watch utube videos on all the cool things this tracker can do.,"December 30, 2022",POSITIVE,0.9951229691505432
